question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00398,How would you scale a highly secure payment gateway using Security with limited budget for cloud resources?,System Design,Security,API Design|Database Design,EXP-BACK-MID,Mid,Easy,2,Create,Behavioral,12,ESCO.444,ONET.379,system design|security|easy,Low,Low,False,
Q00399,How would you secure a realtime data pipeline using Security under strict memory constraints?,System Design,Security,Scalability|API Design,EXP-QA E-JUN,Junior,Hard,4,Understand,Case Study,9,ESCO.357,ONET.739,system design|security|hard,Low,Low,False,
Q00400,How would you debug a highly secure payment gateway using E-commerce during a major compliance audit?,Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-BACK-SEN,Senior,Expert,5,Evaluate,Behavioral,11,ESCO.305,ONET.473,domain knowledge|e-commerce|expert,Low,Low,False,
Q00401,How do you estimate work and communicate timeline risks? Give a specific example.,Soft Skills,Time Management,Conflict Resolution|Adaptability,EXP-BACK-SEN,Senior,Medium,3,Apply,Behavioral,9,ESCO.344,ONET.216,soft skills|time management|medium,Low,Low,False,
Q00402,How would you scale a high-traffic web application using Node.js under strict memory constraints?,Technical,Node.js,React|Java,EXP-DATA-MID,Mid,Easy,2,Apply,Situational,13,ESCO.663,ONET.280,technical|node.js|easy,Low,Low,False,
Q00403,How would you secure a latency-sensitive trading platform using Microservices with zero downtime?,System Design,Microservices,API Design|Scalability,EXP-QA E-JUN,Junior,Easy,2,Analyze,Technical,6,ESCO.214,ONET.684,system design|microservices|easy,Medium,Low,False,Gender
Q00404,How would you troubleshoot a latency-sensitive trading platform using Go under strict memory constraints?,Technical,Go,Go|SQL,EXP-CLOU-MID,Mid,Medium,3,Analyze,Technical,5,ESCO.209,ONET.279,technical|go|medium,Low,Low,False,
Q00405,How would you migrate a high-traffic web application using Go under strict memory constraints?,Technical,Go,Kubernetes|SQL,EXP-FRON-JUN,Junior,Medium,3,Apply,Technical,8,ESCO.586,ONET.832,technical|go|medium,Low,Low,False,
Q00406,How would you refactor a latency-sensitive trading platform using Healthcare with limited budget for cloud resources?,Domain Knowledge,Healthcare,Healthcare|Fintech,EXP-FRON-SEN,Senior,Medium,3,Analyze,Case Study,3,ESCO.502,ONET.361,domain knowledge|healthcare|medium,Low,Low,False,Gender
Q00407,How would you optimize a latency-sensitive trading platform using API Design with a hard deadline of two weeks?,System Design,API Design,Microservices|Scalability,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Case Study,8,ESCO.834,ONET.532,system design|api design|expert,Medium,Low,False,
Q00408,How would you debug an offline-first mobile app backing service using API Design with a hard deadline of two weeks?,System Design,API Design,Microservices|Security,EXP-BACK-SEN,Senior,Medium,3,Create,Case Study,15,ESCO.756,ONET.239,system design|api design|medium,Low,Low,False,
Q00409,Tell me about a time you had to rapidly adapt to an unexpected change in project requirements.,Soft Skills,Adaptability,Time Management|Conflict Resolution,EXP-ML E-SEN,Senior,Expert,5,Create,Behavioral,7,ESCO.277,ONET.803,soft skills|adaptability|expert,Low,Low,False,
Q00410,How would you design a highly secure payment gateway using SaaS during a major compliance audit?,Domain Knowledge,SaaS,EdTech|E-commerce,EXP-SOFT-JUN,Junior,Easy,2,Evaluate,Technical,4,ESCO.573,ONET.303,domain knowledge|saas|easy,Low,Low,False,Age
Q00411,How would you debug a latency-sensitive trading platform using Go with zero downtime?,Technical,Go,React|JavaScript,EXP-SOFT-JUN,Junior,Expert,5,Analyze,Case Study,4,ESCO.329,ONET.830,technical|go|expert,Low,Low,False,Gender
Q00412,Describe a situation where you joined a new team mid-project. How did you get up to speed?,Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-QA E-SEN,Senior,Medium,3,Analyze,Behavioral,9,ESCO.911,ONET.249,soft skills|adaptability|medium,Low,Low,False,Culture
Q00413,How would you implement a legacy monolithic system using Docker under strict memory constraints?,Technical,Docker,React|Go,EXP-QA E-MID,Mid,Expert,5,Create,Technical,14,ESCO.492,ONET.825,technical|docker|expert,Low,Low,False,
Q00414,How would you secure a high-traffic web application using Healthcare while ensuring 99.99% uptime?,Domain Knowledge,Healthcare,EdTech|Fintech,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Case Study,7,ESCO.504,ONET.787,domain knowledge|healthcare|hard,Low,Low,False,Culture
Q00415,How would you scale a latency-sensitive trading platform using Healthcare with a globally distributed team?,Domain Knowledge,Healthcare,SaaS|E-commerce,EXP-SOFT-SEN,Senior,Hard,4,Create,Case Study,5,ESCO.366,ONET.219,domain knowledge|healthcare|hard,Low,Low,False,Culture
Q00416,How would you scale a high-traffic web application using Security with limited budget for cloud resources?,System Design,Security,Scalability|API Design,EXP-DATA-SEN,Senior,Hard,4,Create,Case Study,15,ESCO.254,ONET.669,system design|security|hard,Medium,Low,False,
Q00417,How have you handled disagreeing with your manager's direction on something important?,Soft Skills,Leadership,Time Management|Conflict Resolution,EXP-DATA-SEN,Senior,Expert,5,Analyze,Behavioral,10,ESCO.141,ONET.552,soft skills|leadership|expert,Low,Low,False,
Q00418,How would you design a realtime data pipeline using Microservices during a major compliance audit?,System Design,Microservices,Database Design|Scalability,EXP-DATA-SEN,Senior,Medium,3,Create,Situational,12,ESCO.779,ONET.699,system design|microservices|medium,Low,Low,False,Culture
Q00419,How would you scale a resource-constrained IoT ecosystem using Go with zero downtime?,Technical,Go,Python|Java,EXP-QA E-JUN,Junior,Easy,2,Analyze,Situational,12,ESCO.208,ONET.957,technical|go|easy,Low,Low,False,
Q00420,How would you implement a highly secure payment gateway using Go with a hard deadline of two weeks?,Technical,Go,Python|Docker,EXP-DEVO-MID,Mid,Medium,3,Understand,Behavioral,15,ESCO.759,ONET.389,technical|go|medium,Low,Low,False,
Q00421,Tell me about a time your schedule was disrupted by an urgent issue.,Soft Skills,Time Management,Leadership|Adaptability,EXP-PROD-JUN,Junior,Medium,3,Analyze,Behavioral,7,ESCO.762,ONET.870,soft skills|time management|medium,High,Low,False,
Q00422,Give an example of a technical disagreement you had with a peer. How did you resolve it?,Soft Skills,Conflict Resolution,Leadership|Conflict Resolution,EXP-FRON-MID,Mid,Medium,3,Analyze,Behavioral,9,ESCO.587,ONET.374,soft skills|conflict resolution|medium,Low,Low,False,
Q00423,How would you scale a highly secure payment gateway using Kubernetes with a hard deadline of two weeks?,Technical,Kubernetes,Go|Docker,EXP-QA E-JUN,Junior,Medium,3,Create,Technical,10,ESCO.639,ONET.744,technical|kubernetes|medium,Low,Low,False,
Q00424,How do you handle situations where stakeholders have conflicting requirements?,Soft Skills,Conflict Resolution,Communication|Time Management,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Behavioral,3,ESCO.625,ONET.210,soft skills|conflict resolution|easy,Low,Low,False,
Q00425,How would you scale a resource-constrained IoT ecosystem using JavaScript while maintaining backward compatibility?,Technical,JavaScript,Docker|React,EXP-CLOU-MID,Mid,Medium,3,Analyze,Behavioral,4,ESCO.526,ONET.997,technical|javascript|medium,Medium,Low,False,
Q00426,Tell me about a time you mentored someone. What was your approach?,Soft Skills,Leadership,Adaptability|Conflict Resolution,EXP-QA E-JUN,Junior,Easy,2,Analyze,Behavioral,3,ESCO.504,ONET.219,soft skills|leadership|easy,Low,Low,False,
Q00427,How would you optimize a distributed microservices architecture using Healthcare during a major compliance audit?,Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-DATA-MID,Mid,Easy,2,Understand,Behavioral,3,ESCO.812,ONET.292,domain knowledge|healthcare|easy,Medium,Low,False,
Q00428,How would you design a resource-constrained IoT ecosystem using API Design with limited budget for cloud resources?,System Design,API Design,Database Design|API Design,EXP-ML E-MID,Mid,Easy,2,Remember,Technical,5,ESCO.856,ONET.819,system design|api design|easy,Low,Low,False,
Q00429,How would you design a resource-constrained IoT ecosystem using Fintech during a major compliance audit?,Domain Knowledge,Fintech,Healthcare|Fintech,EXP-DATA-JUN,Junior,Expert,5,Analyze,Case Study,14,ESCO.692,ONET.710,domain knowledge|fintech|expert,Medium,Low,False,Culture
Q00430,How would you migrate an offline-first mobile app backing service using Kubernetes with zero downtime?,Technical,Kubernetes,Python|SQL,EXP-BACK-JUN,Junior,Hard,4,Evaluate,Behavioral,7,ESCO.763,ONET.527,technical|kubernetes|hard,Medium,Low,False,
Q00431,Tell me about a time you were in a heated disagreement during a meeting. How did you de-escalate?,Soft Skills,Conflict Resolution,Communication|Time Management,EXP-DEVO-SEN,Senior,Expert,5,Understand,Behavioral,12,ESCO.801,ONET.447,soft skills|conflict resolution|expert,High,Low,False,Age
Q00432,How would you troubleshoot a resource-constrained IoT ecosystem using API Design while maintaining backward compatibility?,System Design,API Design,Database Design|Security,EXP-DEVO-JUN,Junior,Easy,2,Create,Case Study,5,ESCO.277,ONET.304,system design|api design|easy,Low,Low,False,
Q00433,How would you implement a distributed microservices architecture using Python with zero downtime?,Technical,Python,Go|Java,EXP-DEVO-SEN,Senior,Medium,3,Understand,Behavioral,15,ESCO.165,ONET.445,technical|python|medium,Low,Low,False,
Q00434,How would you implement a legacy monolithic system using Kubernetes under strict memory constraints?,Technical,Kubernetes,Java|React,EXP-QA E-MID,Mid,Easy,2,Create,Behavioral,10,ESCO.918,ONET.568,technical|kubernetes|easy,High,Low,False,
Q00435,How would you architect an offline-first mobile app backing service using Node.js while ensuring 99.99% uptime?,Technical,Node.js,Go|React,EXP-QA E-SEN,Senior,Hard,4,Create,Case Study,15,ESCO.618,ONET.610,technical|node.js|hard,Medium,Low,False,
Q00436,How would you refactor a realtime data pipeline using Fintech during a major compliance audit?,Domain Knowledge,Fintech,E-commerce|SaaS,EXP-DEVO-MID,Mid,Hard,4,Evaluate,Technical,4,ESCO.372,ONET.481,domain knowledge|fintech|hard,Medium,Low,False,
Q00437,How would you architect a highly secure payment gateway using SaaS while ensuring 99.99% uptime?,Domain Knowledge,SaaS,SaaS|Healthcare,EXP-SOFT-JUN,Junior,Expert,5,Understand,Behavioral,14,ESCO.925,ONET.629,domain knowledge|saas|expert,High,Low,False,
Q00438,How would you architect an offline-first mobile app backing service using React under strict memory constraints?,Technical,React,AWS|Python,EXP-BACK-SEN,Senior,Hard,4,Analyze,Case Study,13,ESCO.817,ONET.666,technical|react|hard,Medium,Low,False,
Q00439,How would you troubleshoot a realtime data pipeline using SaaS while maintaining backward compatibility?,Domain Knowledge,SaaS,E-commerce|SaaS,EXP-QA E-MID,Mid,Hard,4,Create,Case Study,15,ESCO.302,ONET.408,domain knowledge|saas|hard,Low,Low,False,
Q00440,How would you secure a legacy monolithic system using Security under strict memory constraints?,System Design,Security,Scalability|Database Design,EXP-SOFT-JUN,Junior,Easy,2,Evaluate,Situational,6,ESCO.952,ONET.892,system design|security|easy,Low,Low,False,
Q00441,How would you migrate a distributed microservices architecture using Microservices with a globally distributed team?,System Design,Microservices,Microservices|Security,EXP-ML E-SEN,Senior,Hard,4,Evaluate,Behavioral,10,ESCO.447,ONET.341,system design|microservices|hard,Medium,Low,False,Culture
Q00442,Describe how you organize your day when you are juggling both deep work and meetings.,Soft Skills,Time Management,Adaptability|Communication,EXP-DATA-JUN,Junior,Hard,4,Evaluate,Behavioral,15,ESCO.469,ONET.565,soft skills|time management|hard,Low,Low,False,
Q00443,How would you scale a highly secure payment gateway using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,SaaS|Fintech,EXP-DEVO-SEN,Senior,Expert,5,Evaluate,Case Study,7,ESCO.698,ONET.610,domain knowledge|e-commerce|expert,Low,Low,False,Culture
Q00444,How would you implement a highly secure payment gateway using E-commerce with a hard deadline of two weeks?,Domain Knowledge,E-commerce,EdTech|Fintech,EXP-QA E-MID,Mid,Medium,3,Analyze,Case Study,3,ESCO.864,ONET.260,domain knowledge|e-commerce|medium,High,Low,False,
Q00445,How would you migrate a highly secure payment gateway using Microservices under strict memory constraints?,System Design,Microservices,Security|Database Design,EXP-DATA-JUN,Junior,Hard,4,Apply,Situational,7,ESCO.401,ONET.597,system design|microservices|hard,Low,Low,False,
Q00446,Tell me about a time you pushed back on an unrealistic deadline.,Soft Skills,Time Management,Leadership|Adaptability,EXP-FRON-SEN,Senior,Hard,4,Remember,Behavioral,9,ESCO.592,ONET.686,soft skills|time management|hard,Low,Low,False,
Q00447,How would you scale a latency-sensitive trading platform using SaaS with a hard deadline of two weeks?,Domain Knowledge,SaaS,SaaS|E-commerce,EXP-QA E-SEN,Senior,Hard,4,Remember,Case Study,9,ESCO.338,ONET.504,domain knowledge|saas|hard,Low,Low,False,
Q00448,How would you secure a realtime data pipeline using Security under strict memory constraints?,System Design,Security,Microservices|Security,EXP-PROD-JUN,Junior,Easy,2,Evaluate,Technical,15,ESCO.587,ONET.614,system design|security|easy,Medium,Low,False,
Q00449,How would you architect a highly secure payment gateway using Fintech while maintaining backward compatibility?,Domain Knowledge,Fintech,EdTech|Healthcare,EXP-ML E-JUN,Junior,Easy,2,Analyze,Behavioral,8,ESCO.547,ONET.284,domain knowledge|fintech|easy,Low,Low,False,Age
Q00450,Describe a time a colleague's approach was blocking the team's progress.,Soft Skills,Conflict Resolution,Communication|Adaptability,EXP-PROD-SEN,Senior,Easy,2,Understand,Behavioral,9,ESCO.794,ONET.273,soft skills|conflict resolution|easy,Low,Low,False,Culture
Q00451,How would you secure a highly secure payment gateway using Database Design with a hard deadline of two weeks?,System Design,Database Design,API Design|Scalability,EXP-PROD-SEN,Senior,Expert,5,Remember,Behavioral,6,ESCO.345,ONET.870,system design|database design|expert,Low,Low,False,
Q00452,How would you refactor a realtime data pipeline using EdTech while maintaining backward compatibility?,Domain Knowledge,EdTech,SaaS|Fintech,EXP-FRON-JUN,Junior,Easy,2,Analyze,Technical,3,ESCO.375,ONET.667,domain knowledge|edtech|easy,High,Low,False,
Q00453,How would you migrate a latency-sensitive trading platform using Kubernetes while ensuring 99.99% uptime?,Technical,Kubernetes,Node.js|React,EXP-DEVO-SEN,Senior,Medium,3,Understand,Case Study,11,ESCO.562,ONET.142,technical|kubernetes|medium,Low,Low,False,
Q00454,How would you implement a highly secure payment gateway using Security with a hard deadline of two weeks?,System Design,Security,Scalability|API Design,EXP-DEVO-SEN,Senior,Medium,3,Evaluate,Situational,3,ESCO.265,ONET.856,system design|security|medium,Low,Low,False,
Q00455,Give an example of when your original plan completely fell apart. What did you do?,Soft Skills,Adaptability,Adaptability|Conflict Resolution,EXP-QA E-JUN,Junior,Hard,4,Create,Behavioral,15,ESCO.824,ONET.563,soft skills|adaptability|hard,Low,Low,False,
Q00456,Describe a time when you had to make a critical decision with incomplete information.,Soft Skills,Leadership,Adaptability|Time Management,EXP-SOFT-JUN,Junior,Easy,2,Create,Behavioral,9,ESCO.669,ONET.813,soft skills|leadership|easy,Medium,Low,False,
Q00457,How would you architect a distributed microservices architecture using Fintech with zero downtime?,Domain Knowledge,Fintech,Healthcare|SaaS,EXP-CLOU-SEN,Senior,Hard,4,Analyze,Technical,15,ESCO.931,ONET.813,domain knowledge|fintech|hard,High,Low,False,
Q00458,How would you migrate a distributed microservices architecture using Java under strict memory constraints?,Technical,Java,Go|Node.js,EXP-SOFT-SEN,Senior,Hard,4,Create,Technical,6,ESCO.605,ONET.471,technical|java|hard,Low,Low,False,
Q00459,How would you migrate a distributed microservices architecture using Security while maintaining backward compatibility?,System Design,Security,Security|API Design,EXP-DATA-SEN,Senior,Medium,3,Create,Technical,4,ESCO.702,ONET.231,system design|security|medium,Medium,Low,False,
Q00460,How would you architect a high-traffic web application using Security with limited budget for cloud resources?,System Design,Security,API Design|Microservices,EXP-ML E-MID,Mid,Easy,2,Apply,Case Study,9,ESCO.380,ONET.224,system design|security|easy,Low,Low,False,
Q00461,How would you refactor a distributed microservices architecture using Healthcare while ensuring 99.99% uptime?,Domain Knowledge,Healthcare,Fintech|SaaS,EXP-PROD-JUN,Junior,Hard,4,Remember,Behavioral,14,ESCO.331,ONET.806,domain knowledge|healthcare|hard,Low,Low,False,
Q00462,How would you design an offline-first mobile app backing service using Python with limited budget for cloud resources?,Technical,Python,Docker|SQL,EXP-CLOU-MID,Mid,Easy,2,Evaluate,Situational,7,ESCO.353,ONET.210,technical|python|easy,Low,Low,False,Culture
Q00463,How would you scale a high-traffic web application using EdTech while maintaining backward compatibility?,Domain Knowledge,EdTech,Fintech|EdTech,EXP-SOFT-MID,Mid,Easy,2,Analyze,Situational,14,ESCO.166,ONET.901,domain knowledge|edtech|easy,Low,Low,False,Gender
Q00464,How would you migrate a high-traffic web application using Python with zero downtime?,Technical,Python,Kubernetes|Python,EXP-DEVO-JUN,Junior,Expert,5,Analyze,Behavioral,12,ESCO.870,ONET.520,technical|python|expert,Low,Low,False,
Q00465,How would you refactor a realtime data pipeline using Go while maintaining backward compatibility?,Technical,Go,Python|Docker,EXP-FRON-MID,Mid,Hard,4,Evaluate,Technical,4,ESCO.205,ONET.112,technical|go|hard,Low,Low,False,
Q00466,How would you architect a latency-sensitive trading platform using E-commerce while ensuring 99.99% uptime?,Domain Knowledge,E-commerce,E-commerce|EdTech,EXP-CLOU-MID,Mid,Easy,2,Remember,Technical,7,ESCO.698,ONET.546,domain knowledge|e-commerce|easy,Low,Low,False,
Q00467,How would you architect a distributed microservices architecture using Scalability with limited budget for cloud resources?,System Design,Scalability,Scalability|Microservices,EXP-FRON-MID,Mid,Medium,3,Remember,Technical,11,ESCO.938,ONET.955,system design|scalability|medium,Low,Low,False,
Q00468,How would you design a resource-constrained IoT ecosystem using Database Design with limited budget for cloud resources?,System Design,Database Design,API Design|Security,EXP-BACK-MID,Mid,Hard,4,Evaluate,Situational,12,ESCO.406,ONET.528,system design|database design|hard,Low,Low,False,
Q00469,How have you handled scope creep while still meeting the original timeline?,Soft Skills,Time Management,Adaptability|Communication,EXP-PROD-MID,Mid,Expert,5,Create,Behavioral,15,ESCO.857,ONET.484,soft skills|time management|expert,Low,Low,False,
Q00470,How would you optimize an offline-first mobile app backing service using React with limited budget for cloud resources?,Technical,React,Java|Docker,EXP-PROD-JUN,Junior,Hard,4,Remember,Behavioral,6,ESCO.302,ONET.390,technical|react|hard,Low,Low,False,Age
Q00471,How have you handled situations where deadlines create tension between teams?,Soft Skills,Conflict Resolution,Leadership|Adaptability,EXP-CLOU-SEN,Senior,Medium,3,Analyze,Behavioral,8,ESCO.315,ONET.412,soft skills|conflict resolution|medium,Low,Low,False,
Q00472,Tell me about a time you had to present to leadership under pressure.,Soft Skills,Communication,Communication|Adaptability,EXP-FRON-SEN,Senior,Expert,5,Create,Behavioral,8,ESCO.713,ONET.539,soft skills|communication|expert,High,Low,False,
Q00473,How would you secure a highly secure payment gateway using Java with a globally distributed team?,Technical,Java,React|Kubernetes,EXP-BACK-JUN,Junior,Expert,5,Understand,Behavioral,15,ESCO.581,ONET.909,technical|java|expert,Low,Low,False,
Q00474,How would you design a distributed microservices architecture using Scalability with limited budget for cloud resources?,System Design,Scalability,Security|API Design,EXP-QA E-MID,Mid,Expert,5,Analyze,Situational,12,ESCO.510,ONET.753,system design|scalability|expert,High,Low,False,
Q00475,How would you secure an offline-first mobile app backing service using E-commerce with limited budget for cloud resources?,Domain Knowledge,E-commerce,Healthcare|SaaS,EXP-ML E-JUN,Junior,Medium,3,Apply,Situational,11,ESCO.186,ONET.237,domain knowledge|e-commerce|medium,Medium,Low,False,
Q00476,How would you debug a legacy monolithic system using API Design with a globally distributed team?,System Design,API Design,API Design|Security,EXP-ML E-MID,Mid,Expert,5,Apply,Case Study,8,ESCO.379,ONET.491,system design|api design|expert,Low,Low,False,
Q00477,How would you debug a latency-sensitive trading platform using Java with limited budget for cloud resources?,Technical,Java,Node.js|JavaScript,EXP-DATA-JUN,Junior,Easy,2,Apply,Behavioral,11,ESCO.305,ONET.441,technical|java|easy,Low,Low,False,
Q00478,How would you optimize a highly secure payment gateway using Microservices with limited budget for cloud resources?,System Design,Microservices,Scalability|Security,EXP-CLOU-SEN,Senior,Hard,4,Analyze,Case Study,12,ESCO.875,ONET.771,system design|microservices|hard,Low,Low,False,
Q00479,How do you stay effective when priorities shift frequently? Share a specific example.,Soft Skills,Adaptability,Adaptability|Time Management,EXP-QA E-SEN,Senior,Expert,5,Apply,Behavioral,8,ESCO.966,ONET.292,soft skills|adaptability|expert,Low,Low,False,Gender
Q00480,Describe the biggest change you had to adapt to in your career. What made it difficult?,Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-QA E-SEN,Senior,Easy,2,Analyze,Behavioral,8,ESCO.330,ONET.529,soft skills|adaptability|easy,Low,Low,False,
Q00481,How would you architect a resource-constrained IoT ecosystem using React while maintaining backward compatibility?,Technical,React,React|Go,EXP-BACK-JUN,Junior,Expert,5,Analyze,Technical,9,ESCO.165,ONET.647,technical|react|expert,Low,Low,False,
Q00482,Tell me about a project you owned end-to-end. How did you manage it?,Soft Skills,Leadership,Adaptability|Time Management,EXP-SOFT-JUN,Junior,Medium,3,Understand,Behavioral,9,ESCO.390,ONET.310,soft skills|leadership|medium,Low,Low,False,
Q00483,How would you refactor a realtime data pipeline using API Design with limited budget for cloud resources?,System Design,API Design,API Design|Database Design,EXP-DATA-JUN,Junior,Medium,3,Evaluate,Case Study,10,ESCO.860,ONET.170,system design|api design|medium,Low,Low,False,Gender
Q00484,How would you troubleshoot a distributed microservices architecture using E-commerce with a globally distributed team?,Domain Knowledge,E-commerce,EdTech|Healthcare,EXP-BACK-JUN,Junior,Medium,3,Evaluate,Case Study,7,ESCO.306,ONET.107,domain knowledge|e-commerce|medium,High,Low,False,
Q00485,How would you refactor a realtime data pipeline using EdTech during a major compliance audit?,Domain Knowledge,EdTech,Fintech|EdTech,EXP-DEVO-JUN,Junior,Expert,5,Apply,Situational,9,ESCO.727,ONET.943,domain knowledge|edtech|expert,Medium,Low,False,
Q00486,Tell me about a time you had to learn a new technology under pressure.,Soft Skills,Adaptability,Leadership|Time Management,EXP-QA E-MID,Mid,Easy,2,Understand,Behavioral,7,ESCO.743,ONET.650,soft skills|adaptability|easy,Low,Low,False,Gender
Q00487,How would you scale a highly secure payment gateway using JavaScript with a globally distributed team?,Technical,JavaScript,Kubernetes|Go,EXP-ML E-MID,Mid,Expert,5,Understand,Situational,6,ESCO.618,ONET.145,technical|javascript|expert,Low,Low,False,
Q00488,How would you scale a realtime data pipeline using Fintech with zero downtime?,Domain Knowledge,Fintech,Fintech|Healthcare,EXP-DATA-JUN,Junior,Medium,3,Apply,Case Study,10,ESCO.572,ONET.169,domain knowledge|fintech|medium,Low,Low,False,
Q00489,How would you optimize a resource-constrained IoT ecosystem using AWS with a globally distributed team?,Technical,AWS,JavaScript|React,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Case Study,5,ESCO.179,ONET.787,technical|aws|easy,Medium,Low,False,
Q00490,How would you design a highly secure payment gateway using Kubernetes with limited budget for cloud resources?,Technical,Kubernetes,Node.js|Docker,EXP-QA E-MID,Mid,Easy,2,Create,Behavioral,9,ESCO.806,ONET.415,technical|kubernetes|easy,Low,Low,False,
Q00491,How have you built a culture of accountability on a team?,Soft Skills,Leadership,Leadership|Time Management,EXP-SOFT-JUN,Junior,Easy,2,Apply,Behavioral,13,ESCO.785,ONET.164,soft skills|leadership|easy,Low,Low,False,Age
Q00492,How would you troubleshoot an offline-first mobile app backing service using Security under strict memory constraints?,System Design,Security,Database Design|Security,EXP-FRON-SEN,Senior,Expert,5,Analyze,Behavioral,6,ESCO.318,ONET.208,system design|security|expert,Low,Low,False,
Q00493,Describe a time you had to remove a team member from a project. How did you handle it?,Soft Skills,Leadership,Conflict Resolution|Adaptability,EXP-SOFT-MID,Mid,Easy,2,Understand,Behavioral,7,ESCO.885,ONET.713,soft skills|leadership|easy,Low,Low,False,Culture
Q00494,How would you troubleshoot a distributed microservices architecture using E-commerce under strict memory constraints?,Domain Knowledge,E-commerce,Healthcare|E-commerce,EXP-BACK-SEN,Senior,Hard,4,Create,Case Study,4,ESCO.443,ONET.118,domain knowledge|e-commerce|hard,Low,Low,False,
Q00495,How would you troubleshoot a distributed microservices architecture using Java under strict memory constraints?,Technical,Java,Node.js|SQL,EXP-CLOU-JUN,Junior,Medium,3,Evaluate,Behavioral,3,ESCO.240,ONET.483,technical|java|medium,Low,Low,False,
Q00496,How would you architect an offline-first mobile app backing service using Database Design with limited budget for cloud resources?,System Design,Database Design,Scalability|Security,EXP-BACK-SEN,Senior,Easy,2,Evaluate,Case Study,13,ESCO.932,ONET.395,system design|database design|easy,Medium,Low,False,
Q00497,How have you handled a situation where team members had very different communication styles?,Soft Skills,Communication,Adaptability|Time Management,EXP-FRON-MID,Mid,Hard,4,Understand,Behavioral,13,ESCO.106,ONET.166,soft skills|communication|hard,Medium,Low,False,
Q00498,How have you handled working in an environment with a lot of ambiguity?,Soft Skills,Adaptability,Adaptability|Communication,EXP-PROD-MID,Mid,Easy,2,Analyze,Behavioral,7,ESCO.268,ONET.838,soft skills|adaptability|easy,Low,Low,False,
Q00499,Tell me about a time you had to confront someone about a behavior affecting the team.,Soft Skills,Conflict Resolution,Time Management|Leadership,EXP-DEVO-SEN,Senior,Expert,5,Analyze,Behavioral,10,ESCO.551,ONET.532,soft skills|conflict resolution|expert,Low,Low,False,
Q00500,How would you scale a legacy monolithic system using Security with a globally distributed team?,System Design,Security,Security|Database Design,EXP-FRON-SEN,Senior,Medium,3,Apply,Case Study,10,ESCO.413,ONET.564,system design|security|medium,Low,Low,False,
Q00501,Describe a time your written communication prevented a serious misunderstanding.,Soft Skills,Communication,Leadership|Adaptability,EXP-FRON-MID,Mid,Hard,4,Analyze,Behavioral,9,ESCO.504,ONET.860,soft skills|communication|hard,Low,Low,False,
Q00502,Tell me about a time you had to say no to a stakeholder request. How did you handle it?,Soft Skills,Communication,Time Management|Conflict Resolution,EXP-CLOU-JUN,Junior,Hard,4,Evaluate,Behavioral,13,ESCO.805,ONET.477,soft skills|communication|hard,Low,Low,False,
Q00503,How would you implement a highly secure payment gateway using React during a major compliance audit?,Technical,React,Java|Docker,EXP-QA E-JUN,Junior,Medium,3,Apply,Technical,12,ESCO.692,ONET.778,technical|react|medium,Medium,Low,False,
Q00504,Describe a time you had to cut features to ship on time. How did you make that call?,Soft Skills,Time Management,Communication|Time Management,EXP-PROD-SEN,Senior,Hard,4,Evaluate,Behavioral,12,ESCO.415,ONET.851,soft skills|time management|hard,Low,Low,False,Age
Q00505,Tell me about the most overwhelming workload you have had. How did you get through it?,Soft Skills,Time Management,Conflict Resolution|Leadership,EXP-DATA-SEN,Senior,Expert,5,Remember,Behavioral,4,ESCO.892,ONET.813,soft skills|time management|expert,Low,Low,False,
Q00506,How do you communicate when you are blocked or behind on a deadline?,Soft Skills,Communication,Time Management|Communication,EXP-FRON-MID,Mid,Easy,2,Analyze,Behavioral,5,ESCO.305,ONET.160,soft skills|communication|easy,Medium,Low,False,
Q00507,Tell me about a time you had to lead change that was met with resistance.,Soft Skills,Leadership,Conflict Resolution|Leadership,EXP-ML E-JUN,Junior,Easy,2,Apply,Behavioral,8,ESCO.130,ONET.699,soft skills|leadership|easy,Low,Low,False,
Q00508,How would you architect an offline-first mobile app backing service using JavaScript with a globally distributed team?,Technical,JavaScript,Node.js|Kubernetes,EXP-CLOU-MID,Mid,Easy,2,Analyze,Situational,10,ESCO.584,ONET.875,technical|javascript|easy,Low,Low,False,
Q00509,How would you optimize a high-traffic web application using SaaS with a hard deadline of two weeks?,Domain Knowledge,SaaS,EdTech|Fintech,EXP-DEVO-SEN,Senior,Hard,4,Remember,Behavioral,10,ESCO.991,ONET.815,domain knowledge|saas|hard,Low,Low,False,
