chain_id,base_question_id,chain_type,chain_question,trigger_condition,difficulty,domain,primary_skill,order_in_chain,max_depth,adaptive_weight,scoring_threshold,session_applicable
d1c2d35c-f794-47ee-9fd3-19e1c7b7af39,Q00309,follow_up,Can you provide a specific metric when you tried to optimize a legacy monolithic system?,Domain-specific terminology missing,Medium,Domain Knowledge,Fintech,2,3,0.5,6,All
73e35266-2fe0-4231-b2b4-9756f1117a41,Q00309,deep_dive,What are the specific trade-offs of using Fintech for this over an alternative?,Strong base answer,Medium,Domain Knowledge,Fintech,3,3,0.6,7,All
4223f4c9-1309-4900-89bb-06adaf27447f,Q00309,edge_case,How does the system recover if Fintech fails with a hard deadline of two weeks?,Missed key domain constraint,Medium,Domain Knowledge,Fintech,4,3,0.8,8,All
6651afa1-2179-42a9-9e0a-0ffe397cdf35,Q00310,follow_up,Can you provide a specific metric when you tried to optimize a realtime data pipeline?,Skipped SLA definition,Medium,System Design,Microservices,2,3,0.5,6,All
ef9f016d-de62-4e4d-86c0-65c8f971d98d,Q00310,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Strong base answer,Medium,System Design,Microservices,3,3,0.6,7,All
b6315a78-0c93-4cbb-b6a2-8300e4f8e7ab,Q00310,edge_case,How does the system recover if Microservices fails while ensuring 99.99% uptime?,Missed database indexing,Medium,System Design,Microservices,4,3,0.8,8,All
b62e5c07-490f-4daf-a706-8e06e7eb125a,Q00311,follow_up,Can you provide a specific metric when you tried to scale a resource-constrained IoT ecosystem?,Did not address bottlenecks,Medium,System Design,Scalability,2,3,0.5,6,All
c5d03ecc-ceb5-458b-bdf2-3ee90a066e0b,Q00311,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Missing CAP theorem awareness,Medium,System Design,Scalability,3,3,0.6,7,All
86b8a332-a7fa-4445-8b7c-b2d38e3eec0a,Q00311,edge_case,How does the system recover if Scalability fails under strict memory constraints?,No capacity planning discussed,Medium,System Design,Scalability,4,3,0.8,8,All
da0bfeec-91a3-4b0c-8cb9-293afe87c4a0,Q00312,follow_up,Can you provide a specific metric when you tried to refactor a high-traffic web application?,No conflict acknowledged,Expert,Soft Skills,Adaptability,2,3,0.5,6,All
51287810-8071-40d9-9b86-aa32cd1264ec,Q00312,deep_dive,What are the specific trade-offs of using Adaptability for this over an alternative?,Strong self-awareness shown,Expert,Soft Skills,Adaptability,3,3,0.6,7,All
0de9d9cf-8292-4332-bb4b-4e4220199ace,Q00312,edge_case,How does the system recover if Adaptability fails while ensuring 99.99% uptime?,No personal ownership shown,Expert,Soft Skills,Adaptability,4,3,0.8,8,All
73355a94-88d8-4837-8eb1-8fb7ad28bcf8,Q00313,follow_up,Can you provide a specific metric when you tried to debug a realtime data pipeline?,Missed fault tolerance,Hard,System Design,Microservices,2,3,0.5,6,All
8246e482-4465-4a92-a12e-7b1394de4662,Q00313,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Missing CAP theorem awareness,Hard,System Design,Microservices,3,3,0.6,7,All
f66a5f2b-1814-4917-9b34-d6e46def57e6,Q00313,edge_case,How does the system recover if Microservices fails with zero downtime?,No mention of data consistency,Hard,System Design,Microservices,4,3,0.8,8,All
230c5f2b-706b-42be-adf3-558e63f18469,Q00314,follow_up,Can you provide a specific metric when you tried to architect a highly secure payment gateway?,Skipped error handling,Easy,Technical,Java,2,3,0.5,6,All
b5425acb-568f-4731-aed7-71c2c4ef656d,Q00314,deep_dive,What are the specific trade-offs of using Java for this over an alternative?,Strong base answer,Easy,Technical,Java,3,3,0.6,7,All
36a2a99d-434b-4d3b-9cfd-a870657dd4d6,Q00314,edge_case,How does the system recover if Java fails with limited budget for cloud resources?,Did not address security,Easy,Technical,Java,4,3,0.8,8,All
43474455-aa81-4bfb-8dcb-d58693dd8e90,Q00315,follow_up,Can you provide a specific metric when you tried to migrate an offline-first mobile app backing service?,No mention of trade-offs,Expert,Technical,JavaScript,2,3,0.5,6,All
92ec3b55-d4de-4b5a-acef-1cac94b7fd7c,Q00315,deep_dive,What are the specific trade-offs of using JavaScript for this over an alternative?,Strong base answer,Expert,Technical,JavaScript,3,3,0.6,7,All
2bb2ad50-d0ed-4dbd-a5f7-d0333d8e7a68,Q00315,edge_case,How does the system recover if JavaScript fails while ensuring 99.99% uptime?,Missed performance implications,Expert,Technical,JavaScript,4,3,0.8,8,All
dd2334d9-ae92-40b1-a8bb-e17f4854b317,Q00316,follow_up,Can you provide a specific metric when you tried to refactor a highly secure payment gateway?,Skipped compliance concern,Hard,Domain Knowledge,SaaS,2,3,0.5,6,All
9f114c82-8d88-4b89-bfb7-71835fe73504,Q00316,deep_dive,What are the specific trade-offs of using SaaS for this over an alternative?,No regulatory awareness shown,Hard,Domain Knowledge,SaaS,3,3,0.6,7,All
512c5321-9045-4aca-99d2-51217dbf9262,Q00316,edge_case,How does the system recover if SaaS fails during a major compliance audit?,No regulatory awareness shown,Hard,Domain Knowledge,SaaS,4,3,0.8,8,All
736f2994-8233-4f7c-bb39-a5924d833b33,Q00317,follow_up,Can you provide a specific metric when you tried to architect an offline-first mobile app backing service?,No conflict acknowledged,Easy,Soft Skills,Leadership,2,3,0.5,6,All
e486ee82-9e8c-45aa-a4db-72343a11f2b4,Q00317,deep_dive,What are the specific trade-offs of using Leadership for this over an alternative?,Strong STAR answer,Easy,Soft Skills,Leadership,3,3,0.6,7,All
5deaaf97-827a-4217-8cf2-82a9eff9930f,Q00317,edge_case,How does the system recover if Leadership fails during a major compliance audit?,Did not mention team dynamics,Easy,Soft Skills,Leadership,4,3,0.8,8,All
aa1d8d6b-67bb-459b-a308-0eeeecbe4f26,Q00318,follow_up,Can you provide a specific metric when you tried to architect a resource-constrained IoT ecosystem?,Did not mention team dynamics,Easy,Soft Skills,Conflict Resolution,2,3,0.5,6,All
2b84c129-fb16-4a89-a960-059f818dfa71,Q00318,deep_dive,What are the specific trade-offs of using Conflict Resolution for this over an alternative?,Strong STAR answer,Easy,Soft Skills,Conflict Resolution,3,3,0.6,7,All
e8d00e2c-bad8-47b5-9cd6-188cb27112a8,Q00318,edge_case,How does the system recover if Conflict Resolution fails during a major compliance audit?,No lessons learned mentioned,Easy,Soft Skills,Conflict Resolution,4,3,0.8,8,All
c6362ba1-11d2-4b2e-8e0b-e1b1e3b23fca,Q00319,follow_up,Can you provide a specific metric when you tried to secure a realtime data pipeline?,No mention of caching strategy,Hard,System Design,Security,2,3,0.5,6,All
a328479b-2ede-4e61-8f2d-cd7d2011c16f,Q00319,deep_dive,What are the specific trade-offs of using Security for this over an alternative?,Strong base answer,Hard,System Design,Security,3,3,0.6,7,All
701d8d1f-ba95-4407-a5e0-0469a2cbc9bd,Q00319,edge_case,How does the system recover if Security fails during a major compliance audit?,No mention of caching strategy,Hard,System Design,Security,4,3,0.8,8,All
6e44b309-ce5a-44a3-9baf-005104fc111e,Q00320,follow_up,Can you provide a specific metric when you tried to implement an offline-first mobile app backing service?,No mention of CDN or load balancer,Expert,System Design,Microservices,2,3,0.5,6,All
028daed3-e194-4c64-ac95-801b0b3f93d4,Q00320,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Strong base answer,Expert,System Design,Microservices,3,3,0.6,7,All
2dbef46b-d71d-4456-9556-d01c2f52badf,Q00320,edge_case,How does the system recover if Microservices fails under strict memory constraints?,No capacity planning discussed,Expert,System Design,Microservices,4,3,0.8,8,All
10a59ccc-20e0-40f0-a30e-bedc9d877c0b,Q00321,follow_up,Can you provide a specific metric when you tried to secure a realtime data pipeline?,No mention of monitoring,Hard,Technical,Docker,2,3,0.5,6,All
934ead75-567e-40dc-9edd-e4285014ba6c,Q00321,deep_dive,What are the specific trade-offs of using Docker for this over an alternative?,Strong base answer,Hard,Technical,Docker,3,3,0.6,7,All
4bf231b4-cea5-49a7-a569-204c8c9d991b,Q00321,edge_case,How does the system recover if Docker fails with limited budget for cloud resources?,Skipped error handling,Hard,Technical,Docker,4,3,0.8,8,All
887d6c20-75b7-464c-9bd9-bedbe9174c44,Q00322,follow_up,Can you provide a specific metric when you tried to debug a high-traffic web application?,Generic answer not domain-tailored,Easy,Domain Knowledge,EdTech,2,3,0.5,6,All
6b84afa7-0fc1-4d29-aed6-81eb129fd1dc,Q00322,deep_dive,What are the specific trade-offs of using EdTech for this over an alternative?,No regulatory awareness shown,Easy,Domain Knowledge,EdTech,3,3,0.6,7,All
9e55ff48-4496-41ed-bdb3-dd093a88de7d,Q00322,edge_case,How does the system recover if EdTech fails while maintaining backward compatibility?,Did not reference industry standards,Easy,Domain Knowledge,EdTech,4,3,0.8,8,All
4c4c6480-f0ee-4e61-b4c1-f8a439324435,Q00323,follow_up,Can you provide a specific metric when you tried to migrate a legacy monolithic system?,Stakeholder impact missing,Hard,Soft Skills,Communication,2,3,0.5,6,All
cc55be0f-61b5-490a-82f8-260a8b426b07,Q00323,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,Strong self-awareness shown,Hard,Soft Skills,Communication,3,3,0.6,7,All
2b09bcc5-6281-4096-963d-f9f17109304e,Q00323,edge_case,How does the system recover if Communication fails with limited budget for cloud resources?,Did not mention team dynamics,Hard,Soft Skills,Communication,4,3,0.8,8,All
2e74b06a-c247-4b99-b26d-6c8b31b2574e,Q00324,follow_up,Can you provide a specific metric when you tried to design a resource-constrained IoT ecosystem?,Missing failure scenarios,Medium,System Design,Scalability,2,3,0.5,6,All
39b63fce-6cc1-40a0-9ebd-81693b4216c2,Q00324,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Missing CAP theorem awareness,Medium,System Design,Scalability,3,3,0.6,7,All
1b049507-5870-4ded-8ad5-bd19da02c8c9,Q00324,edge_case,How does the system recover if Scalability fails under strict memory constraints?,Did not address bottlenecks,Medium,System Design,Scalability,4,3,0.8,8,All
a688fc43-c04d-48c1-be26-00707e064d29,Q00325,follow_up,Can you provide a specific metric when you tried to secure a legacy monolithic system?,Did not address security,Expert,Technical,SQL,2,3,0.5,6,All
5c48787a-a9d6-4de6-991e-b9c88d7701b2,Q00325,deep_dive,What are the specific trade-offs of using SQL for this over an alternative?,Strong base answer,Expert,Technical,SQL,3,3,0.6,7,All
b497f711-4382-4101-87c8-93c4bac49a47,Q00325,edge_case,How does the system recover if SQL fails with zero downtime?,Missed scalability concerns,Expert,Technical,SQL,4,3,0.8,8,All
f1e10107-5797-4488-8d65-e6f2d8f4b73f,Q00326,follow_up,Can you provide a specific metric when you tried to architect a highly secure payment gateway?,No regulatory awareness shown,Expert,Domain Knowledge,Fintech,2,3,0.5,6,All
d5ade761-60c9-4fa0-a2ec-37ea765226fc,Q00326,deep_dive,What are the specific trade-offs of using Fintech for this over an alternative?,Strong base answer,Expert,Domain Knowledge,Fintech,3,3,0.6,7,All
fe5b2d65-4698-4873-90db-781717e83363,Q00326,edge_case,How does the system recover if Fintech fails while ensuring 99.99% uptime?,Missing failure scenarios,Expert,Domain Knowledge,Fintech,4,3,0.8,8,All
64168f80-57b8-4803-8cda-964ef9c22c3d,Q00327,follow_up,Can you provide a specific metric when you tried to migrate a realtime data pipeline?,Did not reference industry standards,Easy,Domain Knowledge,SaaS,2,3,0.5,6,All
2e7d6fd5-940e-4207-9d47-446a3e367486,Q00327,deep_dive,What are the specific trade-offs of using SaaS for this over an alternative?,No regulatory awareness shown,Easy,Domain Knowledge,SaaS,3,3,0.6,7,All
5b4f57a3-6927-4f16-82a4-edf303573feb,Q00327,edge_case,How does the system recover if SaaS fails with a hard deadline of two weeks?,Missing domain-specific risk,Easy,Domain Knowledge,SaaS,4,3,0.8,8,All
34e7bed3-8692-41b6-af44-a6ffa3d4e88d,Q00328,follow_up,Can you provide a specific metric when you tried to migrate a highly secure payment gateway?,No mention of monitoring,Expert,Technical,Java,2,3,0.5,6,All
f8182924-f058-4beb-939b-e88217dace8a,Q00328,deep_dive,What are the specific trade-offs of using Java for this over an alternative?,Strong base answer,Expert,Technical,Java,3,3,0.6,7,All
51732691-f101-4ed6-912a-54df94b41962,Q00328,edge_case,How does the system recover if Java fails during a major compliance audit?,Did not address security,Expert,Technical,Java,4,3,0.8,8,All
a2b0bfc6-c397-423b-ac09-ff66a08fa941,Q00329,follow_up,Can you provide a specific metric when you tried to implement a highly secure payment gateway?,Weak on reflection,Expert,Soft Skills,Communication,2,3,0.5,6,All
882d279b-0378-4b07-a152-1ee053efca97,Q00329,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,No personal ownership shown,Expert,Soft Skills,Communication,3,3,0.6,7,All
3ca73857-0e08-46e0-915f-bc4012fb48ed,Q00329,edge_case,How does the system recover if Communication fails with a globally distributed team?,Did not mention team dynamics,Expert,Soft Skills,Communication,4,3,0.8,8,All
e8ea0729-6d89-439a-89c6-431e7a9a3c12,Q00330,follow_up,Can you provide a specific metric when you tried to refactor a distributed microservices architecture?,No lessons learned mentioned,Medium,Soft Skills,Communication,2,3,0.5,6,All
f4797777-0739-45f2-b18f-e4f11aa505fe,Q00330,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,Strong self-awareness shown,Medium,Soft Skills,Communication,3,3,0.6,7,All
f1ce8ee0-87c3-40e0-9c1d-6845936d3425,Q00330,edge_case,How does the system recover if Communication fails with a globally distributed team?,No conflict acknowledged,Medium,Soft Skills,Communication,4,3,0.8,8,All
c3d07f8b-5025-4cb1-8819-ba2c47d5963d,Q00331,follow_up,Can you provide a specific metric when you tried to secure an offline-first mobile app backing service?,Missing failure scenarios,Expert,System Design,Microservices,2,3,0.5,6,All
e1a00787-3d66-4172-a624-df1647790816,Q00331,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Missing CAP theorem awareness,Expert,System Design,Microservices,3,3,0.6,7,All
517c3c92-4708-4bb6-9fce-62f0ddb855cc,Q00331,edge_case,How does the system recover if Microservices fails with a hard deadline of two weeks?,Missing failure scenarios,Expert,System Design,Microservices,4,3,0.8,8,All
5a4d328f-9d80-4167-9f4b-5ff89d338718,Q00332,follow_up,Can you provide a specific metric when you tried to refactor a highly secure payment gateway?,Missing failure scenarios,Expert,Domain Knowledge,EdTech,2,3,0.5,6,All
e4abfcf9-8c5f-47b1-a1d3-886acd352c90,Q00332,deep_dive,What are the specific trade-offs of using EdTech for this over an alternative?,No regulatory awareness shown,Expert,Domain Knowledge,EdTech,3,3,0.6,7,All
daa8610c-9d7f-426d-ae39-ef5b06af640c,Q00332,edge_case,How does the system recover if EdTech fails with a globally distributed team?,Missed integration complexity,Expert,Domain Knowledge,EdTech,4,3,0.8,8,All
011436d2-6620-4aed-8a52-ce205c77005f,Q00333,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,No personal ownership shown,Easy,Soft Skills,Communication,2,3,0.5,6,All
3f4c6c8b-dd7b-4bf8-aa98-3884c310b9c1,Q00333,deep_dive,What are the specific trade-offs of using Communication for this over an alternative?,Strong STAR answer,Easy,Soft Skills,Communication,3,3,0.6,7,All
af21a22d-ad9a-4281-9e6e-053f0a49d8a2,Q00333,edge_case,How does the system recover if Communication fails during a major compliance audit?,Did not mention team dynamics,Easy,Soft Skills,Communication,4,3,0.8,8,All
fa3aa7eb-3a8d-4e6f-9023-4ff47b1250da,Q00334,follow_up,Can you provide a specific metric when you tried to secure a latency-sensitive trading platform?,Missed key domain constraint,Medium,Domain Knowledge,EdTech,2,3,0.5,6,All
16f0c627-fbdd-4910-9c76-0c376a6c1040,Q00334,deep_dive,What are the specific trade-offs of using EdTech for this over an alternative?,No regulatory awareness shown,Medium,Domain Knowledge,EdTech,3,3,0.6,7,All
00f7c9d8-3bbc-4c72-a587-5f09fd0492ed,Q00334,edge_case,How does the system recover if EdTech fails during a major compliance audit?,No competitive context,Medium,Domain Knowledge,EdTech,4,3,0.8,8,All
744cb0ab-33d5-472d-8afd-f6a2c1ec6f93,Q00335,follow_up,Can you provide a specific metric when you tried to debug a resource-constrained IoT ecosystem?,Did not address security,Expert,Technical,AWS,2,3,0.5,6,All
5e555c5d-d1bc-4046-bdcd-aad69c6be22f,Q00335,deep_dive,What are the specific trade-offs of using AWS for this over an alternative?,Strong base answer,Expert,Technical,AWS,3,3,0.6,7,All
f0a9cab4-8afe-4fe8-8be2-73bfec02aaff,Q00335,edge_case,How does the system recover if AWS fails with a hard deadline of two weeks?,Missing failure scenarios,Expert,Technical,AWS,4,3,0.8,8,All
531a3c9c-1888-44c8-aca5-48fb0bf894c4,Q00336,follow_up,Can you provide a specific metric when you tried to architect a highly secure payment gateway?,No competitive context,Easy,Domain Knowledge,Fintech,2,3,0.5,6,All
3373e08c-c0bf-42c6-8e43-4de8aab9139d,Q00336,deep_dive,What are the specific trade-offs of using Fintech for this over an alternative?,No regulatory awareness shown,Easy,Domain Knowledge,Fintech,3,3,0.6,7,All
5e2357fb-f524-4a69-a597-c557a764a60e,Q00336,edge_case,How does the system recover if Fintech fails with a globally distributed team?,Did not reference industry standards,Easy,Domain Knowledge,Fintech,4,3,0.8,8,All
69e6d0fd-711c-4969-a528-b83a262aadeb,Q00337,follow_up,Can you provide a specific metric when you tried to migrate a high-traffic web application?,Missed scalability concerns,Expert,Technical,AWS,2,3,0.5,6,All
c147971e-9d39-4626-ae94-6e8856df980b,Q00337,deep_dive,What are the specific trade-offs of using AWS for this over an alternative?,Strong base answer,Expert,Technical,AWS,3,3,0.6,7,All
48c3d1af-e300-4db9-b8ff-e5170b7e5d42,Q00337,edge_case,How does the system recover if AWS fails while maintaining backward compatibility?,Missed performance implications,Expert,Technical,AWS,4,3,0.8,8,All
cee4daaf-8c68-4e4a-8c4f-bb45be396504,Q00338,follow_up,Can you provide a specific metric when you tried to optimize a resource-constrained IoT ecosystem?,Candidate lacked metrics,Hard,Technical,Java,2,3,0.5,6,All
8f69e5bf-b5c5-4080-94b9-ad8d82c5f8af,Q00338,deep_dive,What are the specific trade-offs of using Java for this over an alternative?,Strong base answer,Hard,Technical,Java,3,3,0.6,7,All
d018c99f-38ac-449c-a7c9-72a7f07ea606,Q00338,edge_case,How does the system recover if Java fails with a globally distributed team?,Missing failure scenarios,Hard,Technical,Java,4,3,0.8,8,All
8e31e827-c5ad-48bb-9441-60d0e4fc76a5,Q00339,follow_up,Can you provide a specific metric when you tried to scale a realtime data pipeline?,No personal ownership shown,Easy,Soft Skills,Time Management,2,3,0.5,6,All
00ac8a34-f3ca-42df-b10c-00ab7315bec4,Q00339,deep_dive,What are the specific trade-offs of using Time Management for this over an alternative?,No personal ownership shown,Easy,Soft Skills,Time Management,3,3,0.6,7,All
c3749ba4-4baa-4475-a8d7-5fbd365356d2,Q00339,edge_case,How does the system recover if Time Management fails with limited budget for cloud resources?,No conflict acknowledged,Easy,Soft Skills,Time Management,4,3,0.8,8,All
ca484046-227a-4286-b051-ca7166baf726,Q00340,follow_up,Can you provide a specific metric when you tried to troubleshoot a resource-constrained IoT ecosystem?,Missing CAP theorem awareness,Expert,System Design,Microservices,2,3,0.5,6,All
49a9ea79-2bbf-4f26-82e1-c74adfd74dbf,Q00340,deep_dive,What are the specific trade-offs of using Microservices for this over an alternative?,Strong base answer,Expert,System Design,Microservices,3,3,0.6,7,All
03e5a0e4-44ad-48ae-b0bd-3830584af577,Q00340,edge_case,How does the system recover if Microservices fails while maintaining backward compatibility?,No capacity planning discussed,Expert,System Design,Microservices,4,3,0.8,8,All
384f1a89-d131-47bd-919e-54583e1a5ca6,Q00341,follow_up,Can you provide a specific metric when you tried to debug a legacy monolithic system?,Did not address bottlenecks,Easy,System Design,API Design,2,3,0.5,6,All
04ed3009-ff68-48e6-9d73-f0c2eabcc804,Q00341,deep_dive,What are the specific trade-offs of using API Design for this over an alternative?,Strong base answer,Easy,System Design,API Design,3,3,0.6,7,All
97fca7fb-548b-4a81-9be0-bea89d93570a,Q00341,edge_case,How does the system recover if API Design fails while maintaining backward compatibility?,Missing failure scenarios,Easy,System Design,API Design,4,3,0.8,8,All
287661fc-a24d-40c0-b7f7-ddd9637693d0,Q00342,follow_up,Can you provide a specific metric when you tried to secure a legacy monolithic system?,No measurable impact given,Medium,Soft Skills,Adaptability,2,3,0.5,6,All
a9e418b9-e136-4cf6-8ef9-5c09779e000e,Q00342,deep_dive,What are the specific trade-offs of using Adaptability for this over an alternative?,Strong STAR answer,Medium,Soft Skills,Adaptability,3,3,0.6,7,All
4553c6be-a90f-433d-89a4-67f03921c1ea,Q00342,edge_case,How does the system recover if Adaptability fails with zero downtime?,Stakeholder impact missing,Medium,Soft Skills,Adaptability,4,3,0.8,8,All
43d5f71d-fc9f-4f76-a267-60b25efbc28a,Q00343,follow_up,Can you provide a specific metric when you tried to migrate a realtime data pipeline?,No mention of CDN or load balancer,Easy,System Design,Scalability,2,3,0.5,6,All
fca794d2-cd0c-4872-ae98-c0ab297c5e58,Q00343,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Missing CAP theorem awareness,Easy,System Design,Scalability,3,3,0.6,7,All
e13643a9-2ca9-4421-a6f5-1ce28182091d,Q00343,edge_case,How does the system recover if Scalability fails during a major compliance audit?,Missing CAP theorem awareness,Easy,System Design,Scalability,4,3,0.8,8,All
12dd78cc-4cde-4f63-9f50-1b1c87d37dbc,Q00344,follow_up,Can you provide a specific metric when you tried to architect a latency-sensitive trading platform?,No measurable impact given,Easy,Soft Skills,Conflict Resolution,2,3,0.5,6,All
cdcae28f-cdfb-48a8-b8fe-8790630e8590,Q00344,deep_dive,What are the specific trade-offs of using Conflict Resolution for this over an alternative?,Strong self-awareness shown,Easy,Soft Skills,Conflict Resolution,3,3,0.6,7,All
4c3bcdd3-7ac8-4931-b55a-38f1d5d9fddd,Q00344,edge_case,How does the system recover if Conflict Resolution fails while ensuring 99.99% uptime?,No personal ownership shown,Easy,Soft Skills,Conflict Resolution,4,3,0.8,8,All
ed27fbb3-8232-4d5e-b908-629fa627db04,Q00345,follow_up,Can you provide a specific metric when you tried to scale a legacy monolithic system?,Skipped compliance concern,Hard,Domain Knowledge,SaaS,2,3,0.5,6,All
a551e49e-8e64-4ad1-ab5c-0e803dd03c04,Q00345,deep_dive,What are the specific trade-offs of using SaaS for this over an alternative?,Strong base answer,Hard,Domain Knowledge,SaaS,3,3,0.6,7,All
a48bf699-1b71-4109-a992-8b4fa7f443a3,Q00345,edge_case,How does the system recover if SaaS fails while ensuring 99.99% uptime?,Did not reference industry standards,Hard,Domain Knowledge,SaaS,4,3,0.8,8,All
a220afed-9471-4740-b664-e507296c79b1,Q00346,follow_up,Can you provide a specific metric when you tried to design a high-traffic web application?,Did not mention testing,Easy,Technical,Docker,2,3,0.5,6,All
39d37f66-f810-418c-bb90-4209ec6fab7d,Q00346,deep_dive,What are the specific trade-offs of using Docker for this over an alternative?,Strong base answer,Easy,Technical,Docker,3,3,0.6,7,All
d435323d-066c-4730-93af-4ab79498606c,Q00346,edge_case,How does the system recover if Docker fails during a major compliance audit?,No rollback strategy,Easy,Technical,Docker,4,3,0.8,8,All
a3310d73-dae0-4f4a-806c-ed33c773b006,Q00347,follow_up,Can you provide a specific metric when you tried to secure a distributed microservices architecture?,Did not consider latency,Expert,System Design,API Design,2,3,0.5,6,All
b86db1b9-43cb-4811-bc33-f4023f28062c,Q00347,deep_dive,What are the specific trade-offs of using API Design for this over an alternative?,Missing CAP theorem awareness,Expert,System Design,API Design,3,3,0.6,7,All
8405e115-3400-4863-94a1-9c6ca89f0e5a,Q00347,edge_case,How does the system recover if API Design fails under strict memory constraints?,Missed database indexing,Expert,System Design,API Design,4,3,0.8,8,All
3fe00c07-ee58-464a-b48e-57492b0fb6ed,Q00348,follow_up,Can you provide a specific metric when you tried to refactor a realtime data pipeline?,Missed fault tolerance,Easy,System Design,Scalability,2,3,0.5,6,All
d4497b5e-723f-43d4-af80-b58efbb46606,Q00348,deep_dive,What are the specific trade-offs of using Scalability for this over an alternative?,Missing CAP theorem awareness,Easy,System Design,Scalability,3,3,0.6,7,All
28838f50-46d9-401f-8694-d97f87899795,Q00348,edge_case,How does the system recover if Scalability fails under strict memory constraints?,No API versioning mentioned,Easy,System Design,Scalability,4,3,0.8,8,All
26142ff0-79f1-4044-a827-3ef253f3a3ad,Q00349,follow_up,Can you provide a specific metric when you tried to refactor a resource-constrained IoT ecosystem?,Missing failure scenarios,Expert,Domain Knowledge,Fintech,2,3,0.5,6,All
445dc258-3c90-4dc7-bd14-97e14b45ef5a,Q00349,deep_dive,What are the specific trade-offs of using Fintech for this over an alternative?,Strong base answer,Expert,Domain Knowledge,Fintech,3,3,0.6,7,All
11469897-4588-48f6-8605-db29e2d9a74b,Q00349,edge_case,How does the system recover if Fintech fails during a major compliance audit?,No mention of data privacy,Expert,Domain Knowledge,Fintech,4,3,0.8,8,All
e38fd9a1-3830-497a-a967-984560262b80,Q00350,follow_up,Can you provide a specific metric when you tried to scale a realtime data pipeline?,Missing domain-specific risk,Hard,Domain Knowledge,Fintech,2,3,0.5,6,All
9d2f3b5a-eebd-44e6-9da4-426a4e9b64d9,Q00350,deep_dive,What are the specific trade-offs of using Fintech for this over an alternative?,No regulatory awareness shown,Hard,Domain Knowledge,Fintech,3,3,0.6,7,All
65f08afc-a682-48d2-a2df-334f3f9db850,Q00350,edge_case,How does the system recover if Fintech fails with limited budget for cloud resources?,No regulatory awareness shown,Hard,Domain Knowledge,Fintech,4,3,0.8,8,All
4970f3f5-0637-43fc-b2d5-59660a1e7945,Q00351,follow_up,Can you provide a specific metric when you tried to implement a resource-constrained IoT ecosystem?,No lessons learned mentioned,Easy,Soft Skills,Time Management,2,3,0.5,6,All
d3b33df0-170e-4460-8879-5fe1bb539406,Q00351,deep_dive,What are the specific trade-offs of using Time Management for this over an alternative?,Strong self-awareness shown,Easy,Soft Skills,Time Management,3,3,0.6,7,All
4ec8368f-d812-440b-9b46-d641f8e45e4a,Q00351,edge_case,How does the system recover if Time Management fails while ensuring 99.99% uptime?,No personal ownership shown,Easy,Soft Skills,Time Management,4,3,0.8,8,All
4aec71cf-56f4-464b-a370-6777c0a2c11b,Q00352,follow_up,Can you provide a specific metric when you tried to migrate a realtime data pipeline?,No mention of monitoring,Medium,Technical,Docker,2,3,0.5,6,All
2907f5a2-1e23-40be-a73a-9bd34f5d5f1c,Q00352,deep_dive,What are the specific trade-offs of using Docker for this over an alternative?,Strong base answer,Medium,Technical,Docker,3,3,0.6,7,All
e18ed8ac-18d0-44c5-a763-95b3fec8fb67,Q00352,edge_case,How does the system recover if Docker fails with a globally distributed team?,Missing failure scenarios,Medium,Technical,Docker,4,3,0.8,8,All
8114f046-7146-4e07-8e80-178e587a1f88,Q00353,follow_up,Can you provide a specific metric when you tried to migrate a high-traffic web application?,No personal ownership shown,Medium,Soft Skills,Conflict Resolution,2,3,0.5,6,All
e4976cb7-8738-4eaa-960d-8b83a457cdb8,Q00353,deep_dive,What are the specific trade-offs of using Conflict Resolution for this over an alternative?,No personal ownership shown,Medium,Soft Skills,Conflict Resolution,3,3,0.6,7,All
53d87d7f-f501-40a0-9132-3fb50cd1d48d,Q00353,edge_case,How does the system recover if Conflict Resolution fails while ensuring 99.99% uptime?,No measurable impact given,Medium,Soft Skills,Conflict Resolution,4,3,0.8,8,All
ae8c2153-dc2d-404f-bd74-fe1cd0b7ef84,Q00354,follow_up,Can you provide a specific metric when you tried to optimize a distributed microservices architecture?,Missing failure scenarios,Medium,Technical,Docker,2,3,0.5,6,All
047d2723-56fd-4933-9f30-1df58c1b11b8,Q00354,deep_dive,What are the specific trade-offs of using Docker for this over an alternative?,Strong base answer,Medium,Technical,Docker,3,3,0.6,7,All
28ced1f6-0d15-4b85-8b52-b9d13db7a574,Q00354,edge_case,How does the system recover if Docker fails while ensuring 99.99% uptime?,Did not address security,Medium,Technical,Docker,4,3,0.8,8,All
