calibration_id,question_id,answer_quality,answer_text,score,score_rationale,key_indicators,key_points,missing_elements,rubric_id,domain,primary_skill
CAL000213,Q00071,Strong,"I have deep expertise with Fintech. I would secure an offline-first mobile app backing service by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL000214,Q00072,Poor,I do not know how to troubleshoot a legacy monolithic system using AWS.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000215,Q00072,Average,"I can troubleshoot it basically using AWS, but I might struggle with while ensuring 99.99% uptime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000216,Q00072,Strong,"I have deep expertise with AWS. I would troubleshoot a legacy monolithic system by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000217,Q00073,Poor,I do not know how to design a realtime data pipeline using Time Management.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Time Management
CAL000218,Q00073,Average,"I can design it basically using Time Management, but I might struggle with while ensuring 99.99% uptime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Time Management
CAL000219,Q00073,Strong,"I have deep expertise with Time Management. I would design a realtime data pipeline by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Time Management
CAL000220,Q00074,Poor,I do not know how to debug a resource-constrained IoT ecosystem using Java.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Java
CAL000221,Q00074,Average,"I can debug it basically using Java, but I might struggle with while maintaining backward compatibility.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Java
CAL000222,Q00074,Strong,"I have deep expertise with Java. I would debug a resource-constrained IoT ecosystem by implementing X and Y, easily handling while maintaining backward compatibility through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Java
CAL000223,Q00075,Poor,I do not know how to optimize a highly secure payment gateway using Python.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Python
CAL000224,Q00075,Average,"I can optimize it basically using Python, but I might struggle with with limited budget for cloud resources.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Python
CAL000225,Q00075,Strong,"I have deep expertise with Python. I would optimize a highly secure payment gateway by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Python
CAL000226,Q00076,Poor,I do not know how to troubleshoot a high-traffic web application using Fintech.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL000227,Q00076,Average,"I can troubleshoot it basically using Fintech, but I might struggle with with a globally distributed team.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL000228,Q00076,Strong,"I have deep expertise with Fintech. I would troubleshoot a high-traffic web application by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL000229,Q00077,Poor,I do not know how to refactor an offline-first mobile app backing service using Microservices.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL000230,Q00077,Average,"I can refactor it basically using Microservices, but I might struggle with while ensuring 99.99% uptime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL000231,Q00077,Strong,"I have deep expertise with Microservices. I would refactor an offline-first mobile app backing service by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL000232,Q00078,Poor,I do not know how to implement a realtime data pipeline using Conflict Resolution.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Conflict Resolution
CAL000233,Q00078,Average,"I can implement it basically using Conflict Resolution, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Conflict Resolution
CAL000234,Q00078,Strong,"I have deep expertise with Conflict Resolution. I would implement a realtime data pipeline by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Conflict Resolution
CAL000235,Q00079,Poor,I do not know how to debug a resource-constrained IoT ecosystem using Scalability.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Scalability
CAL000236,Q00079,Average,"I can debug it basically using Scalability, but I might struggle with with zero downtime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Scalability
CAL000237,Q00079,Strong,"I have deep expertise with Scalability. I would debug a resource-constrained IoT ecosystem by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Scalability
CAL000238,Q00080,Poor,I do not know how to scale a legacy monolithic system using Microservices.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL000239,Q00080,Average,"I can scale it basically using Microservices, but I might struggle with with a globally distributed team.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL000240,Q00080,Strong,"I have deep expertise with Microservices. I would scale a legacy monolithic system by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL000241,Q00081,Poor,I do not know how to design an offline-first mobile app backing service using Leadership.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Leadership
CAL000242,Q00081,Average,"I can design it basically using Leadership, but I might struggle with with a hard deadline of two weeks.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Leadership
CAL000243,Q00081,Strong,"I have deep expertise with Leadership. I would design an offline-first mobile app backing service by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Leadership
CAL000244,Q00082,Poor,I do not know how to migrate a legacy monolithic system using Healthcare.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL000245,Q00082,Average,"I can migrate it basically using Healthcare, but I might struggle with while maintaining backward compatibility.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL000246,Q00082,Strong,"I have deep expertise with Healthcare. I would migrate a legacy monolithic system by implementing X and Y, easily handling while maintaining backward compatibility through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL000247,Q00083,Poor,I do not know how to scale a distributed microservices architecture using Database Design.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Database Design
CAL000248,Q00083,Average,"I can scale it basically using Database Design, but I might struggle with with limited budget for cloud resources.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Database Design
CAL000249,Q00083,Strong,"I have deep expertise with Database Design. I would scale a distributed microservices architecture by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Database Design
CAL000250,Q00084,Poor,I do not know how to migrate a realtime data pipeline using Microservices.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
CAL000251,Q00084,Average,"I can migrate it basically using Microservices, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Microservices
CAL000252,Q00084,Strong,"I have deep expertise with Microservices. I would migrate a realtime data pipeline by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Microservices
CAL000253,Q00085,Poor,I do not know how to architect a resource-constrained IoT ecosystem using Time Management.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Time Management
CAL000254,Q00085,Average,"I can architect it basically using Time Management, but I might struggle with with zero downtime.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Time Management
CAL000255,Q00085,Strong,"I have deep expertise with Time Management. I would architect a resource-constrained IoT ecosystem by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Time Management
CAL000256,Q00086,Poor,I do not know how to implement a latency-sensitive trading platform using E-commerce.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,E-commerce
CAL000257,Q00086,Average,"I can implement it basically using E-commerce, but I might struggle with with a hard deadline of two weeks.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,E-commerce
CAL000258,Q00086,Strong,"I have deep expertise with E-commerce. I would implement a latency-sensitive trading platform by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,E-commerce
CAL000259,Q00087,Poor,I do not know how to implement an offline-first mobile app backing service using Time Management.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Time Management
CAL000260,Q00087,Average,"I can implement it basically using Time Management, but I might struggle with with limited budget for cloud resources.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Time Management
CAL000261,Q00087,Strong,"I have deep expertise with Time Management. I would implement an offline-first mobile app backing service by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Time Management
CAL000262,Q00088,Poor,I do not know how to implement a high-traffic web application using Database Design.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Database Design
CAL000263,Q00088,Average,"I can implement it basically using Database Design, but I might struggle with while maintaining backward compatibility.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Database Design
CAL000264,Q00088,Strong,"I have deep expertise with Database Design. I would implement a high-traffic web application by implementing X and Y, easily handling while maintaining backward compatibility through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Database Design
CAL000265,Q00089,Poor,I do not know how to scale a high-traffic web application using Fintech.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL000266,Q00089,Average,"I can scale it basically using Fintech, but I might struggle with with limited budget for cloud resources.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL000267,Q00089,Strong,"I have deep expertise with Fintech. I would scale a high-traffic web application by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL000268,Q00090,Poor,I do not know how to secure a high-traffic web application using Fintech.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Fintech
CAL000269,Q00090,Average,"I can secure it basically using Fintech, but I might struggle with during a major compliance audit.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Fintech
CAL000270,Q00090,Strong,"I have deep expertise with Fintech. I would secure a high-traffic web application by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Fintech
CAL000271,Q00091,Poor,I do not know how to architect a realtime data pipeline using Healthcare.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL000272,Q00091,Average,"I can architect it basically using Healthcare, but I might struggle with under strict memory constraints.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL000273,Q00091,Strong,"I have deep expertise with Healthcare. I would architect a realtime data pipeline by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL000274,Q00092,Poor,I do not know how to design an offline-first mobile app backing service using Time Management.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Time Management
CAL000275,Q00092,Average,"I can design it basically using Time Management, but I might struggle with while maintaining backward compatibility.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Time Management
CAL000276,Q00092,Strong,"I have deep expertise with Time Management. I would design an offline-first mobile app backing service by implementing X and Y, easily handling while maintaining backward compatibility through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Time Management
CAL000277,Q00093,Poor,I do not know how to scale a highly secure payment gateway using Healthcare.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL000278,Q00093,Average,"I can scale it basically using Healthcare, but I might struggle with with a globally distributed team.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL000279,Q00093,Strong,"I have deep expertise with Healthcare. I would scale a highly secure payment gateway by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL000280,Q00094,Poor,I do not know how to debug an offline-first mobile app backing service using Healthcare.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,Healthcare
CAL000281,Q00094,Average,"I can debug it basically using Healthcare, but I might struggle with with a hard deadline of two weeks.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,Healthcare
CAL000282,Q00094,Strong,"I have deep expertise with Healthcare. I would debug an offline-first mobile app backing service by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,Healthcare
CAL000283,Q00095,Poor,I do not know how to troubleshoot a latency-sensitive trading platform using Scalability.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Scalability
CAL000284,Q00095,Average,"I can troubleshoot it basically using Scalability, but I might struggle with under strict memory constraints.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,Scalability
CAL000285,Q00095,Strong,"I have deep expertise with Scalability. I would troubleshoot a latency-sensitive trading platform by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,Scalability
CAL000286,Q00096,Poor,I do not know how to design a realtime data pipeline using Leadership.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Leadership
CAL000287,Q00096,Average,"I can design it basically using Leadership, but I might struggle with with zero downtime.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Leadership
CAL000288,Q00096,Strong,"I have deep expertise with Leadership. I would design a realtime data pipeline by implementing X and Y, easily handling with zero downtime through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Leadership
CAL000289,Q00097,Poor,I do not know how to troubleshoot a legacy monolithic system using AWS.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,AWS
CAL000290,Q00097,Average,"I can troubleshoot it basically using AWS, but I might struggle with while maintaining backward compatibility.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,AWS
CAL000291,Q00097,Strong,"I have deep expertise with AWS. I would troubleshoot a legacy monolithic system by implementing X and Y, easily handling while maintaining backward compatibility through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,AWS
CAL000292,Q00098,Poor,I do not know how to architect an offline-first mobile app backing service using API Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,API Design
CAL000293,Q00098,Average,"I can architect it basically using API Design, but I might struggle with with a hard deadline of two weeks.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,API Design
CAL000294,Q00098,Strong,"I have deep expertise with API Design. I would architect an offline-first mobile app backing service by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,API Design
CAL000295,Q00099,Poor,I do not know how to scale a realtime data pipeline using Communication.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Communication
CAL000296,Q00099,Average,"I can scale it basically using Communication, but I might struggle with with a hard deadline of two weeks.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Communication
CAL000297,Q00099,Strong,"I have deep expertise with Communication. I would scale a realtime data pipeline by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Communication
CAL000298,Q00100,Poor,I do not know how to optimize a realtime data pipeline using EdTech.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Domain Knowledge,EdTech
CAL000299,Q00100,Average,"I can optimize it basically using EdTech, but I might struggle with while ensuring 99.99% uptime.",4,"Score 4/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Domain Knowledge,EdTech
CAL000300,Q00100,Strong,"I have deep expertise with EdTech. I would optimize a realtime data pipeline by implementing X and Y, easily handling while ensuring 99.99% uptime through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Domain Knowledge,EdTech
CAL000301,Q00101,Poor,I do not know how to optimize a latency-sensitive trading platform using Conflict Resolution.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Conflict Resolution
CAL000302,Q00101,Average,"I can optimize it basically using Conflict Resolution, but I might struggle with with a hard deadline of two weeks.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Conflict Resolution
CAL000303,Q00101,Strong,"I have deep expertise with Conflict Resolution. I would optimize a latency-sensitive trading platform by implementing X and Y, easily handling with a hard deadline of two weeks through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Conflict Resolution
CAL000304,Q00102,Poor,I do not know how to migrate a highly secure payment gateway using Communication.,2,"Score 2/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Communication
CAL000305,Q00102,Average,"I can migrate it basically using Communication, but I might struggle with under strict memory constraints.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Communication
CAL000306,Q00102,Strong,"I have deep expertise with Communication. I would migrate a highly secure payment gateway by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Communication
CAL000307,Q00103,Poor,I do not know how to migrate a realtime data pipeline using API Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,API Design
CAL000308,Q00103,Average,"I can migrate it basically using API Design, but I might struggle with with a globally distributed team.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,API Design
CAL000309,Q00103,Strong,"I have deep expertise with API Design. I would migrate a realtime data pipeline by implementing X and Y, easily handling with a globally distributed team through Z. We achieved a measurable improvement doing this previously.",10,"Score 10/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,API Design
CAL000310,Q00104,Poor,I do not know how to design a latency-sensitive trading platform using API Design.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,API Design
CAL000311,Q00104,Average,"I can design it basically using API Design, but I might struggle with during a major compliance audit.",7,"Score 7/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,System Design,API Design
CAL000312,Q00104,Strong,"I have deep expertise with API Design. I would design a latency-sensitive trading platform by implementing X and Y, easily handling during a major compliance audit through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,System Design,API Design
CAL000313,Q00105,Poor,I do not know how to secure a resource-constrained IoT ecosystem using Conflict Resolution.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Soft Skills,Conflict Resolution
CAL000314,Q00105,Average,"I can secure it basically using Conflict Resolution, but I might struggle with with limited budget for cloud resources.",6,"Score 6/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Soft Skills,Conflict Resolution
CAL000315,Q00105,Strong,"I have deep expertise with Conflict Resolution. I would secure a resource-constrained IoT ecosystem by implementing X and Y, easily handling with limited budget for cloud resources through Z. We achieved a measurable improvement doing this previously.",8,"Score 8/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Soft Skills,Conflict Resolution
CAL000316,Q00106,Poor,I do not know how to design a highly secure payment gateway using Java.,3,"Score 3/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,Technical,Java
CAL000317,Q00106,Average,"I can design it basically using Java, but I might struggle with under strict memory constraints.",5,"Score 5/10: Average understanding, covers basics but misses depth.",basic implementation,general concepts,edge cases|failure scenarios,RUB-GEN,Technical,Java
CAL000318,Q00106,Strong,"I have deep expertise with Java. I would design a highly secure payment gateway by implementing X and Y, easily handling under strict memory constraints through Z. We achieved a measurable improvement doing this previously.",9,"Score 9/10: Strong understanding, exceptional depth and metrics.",depth|metrics|trade-offs,"best practices, advanced usage",None,RUB-GEN,Technical,Java
CAL000319,Q00107,Poor,I do not know how to secure an offline-first mobile app backing service using Microservices.,1,"Score 1/10: Poor understanding, missing all key concepts.",none,none,architectural thinking|specific examples|edge cases,RUB-GEN,System Design,Microservices
