question_id,question_text,domain,primary_skill,secondary_skills,target_role,seniority_level,difficulty,difficulty_score,bloom_level,question_type,expected_duration_min,esco_code,onet_code,tags,bias_risk_flag,conflict_sensitivity,illegal_question_flag,demographic_sensitivity
Q00380,How would you migrate an offline-first mobile app backing service using Communication while ensuring 99.99% uptime? (Variant 380),Soft Skills,Communication,Leadership|Communication,EXP-FRON-SEN,Senior,Hard,4,Apply,Situational,7,ESCO.801,ONET.814,soft skills|communication|hard,Low,Low,False,None
Q00381,How would you secure a legacy monolithic system using Scalability during a major compliance audit? (Variant 381),System Design,Scalability,API Design|Security,EXP-DEVO-MID,Mid,Medium,3,Remember,Technical,5,ESCO.615,ONET.326,system design|scalability|medium,Medium,Low,False,None
Q00382,How would you debug a high-traffic web application using Leadership with a hard deadline of two weeks? (Variant 382),Soft Skills,Leadership,Time Management|Conflict Resolution,EXP-DEVO-JUN,Junior,Hard,4,Understand,Case Study,12,ESCO.635,ONET.881,soft skills|leadership|hard,High,Low,False,None
Q00383,How would you scale a highly secure payment gateway using Communication under strict memory constraints? (Variant 383),Soft Skills,Communication,Conflict Resolution|Communication,EXP-PROD-JUN,Junior,Medium,3,Remember,Case Study,14,ESCO.881,ONET.902,soft skills|communication|medium,Low,Low,False,None
Q00384,How would you migrate a distributed microservices architecture using Docker while ensuring 99.99% uptime? (Variant 384),Technical,Docker,JavaScript|Java,EXP-SOFT-MID,Mid,Easy,2,Apply,Behavioral,15,ESCO.198,ONET.901,technical|docker|easy,Low,Low,False,None
Q00385,How would you design a distributed microservices architecture using React with limited budget for cloud resources? (Variant 385),Technical,React,Java|Go,EXP-DEVO-SEN,Senior,Medium,3,Evaluate,Technical,11,ESCO.683,ONET.169,technical|react|medium,Low,Low,False,None
Q00386,How would you troubleshoot a highly secure payment gateway using JavaScript with limited budget for cloud resources? (Variant 386),Technical,JavaScript,Node.js|Kubernetes,EXP-QA E-MID,Mid,Expert,5,Apply,Technical,10,ESCO.789,ONET.209,technical|javascript|expert,Low,Low,False,None
Q00387,How would you scale a legacy monolithic system using Go during a major compliance audit? (Variant 387),Technical,Go,JavaScript|Docker,EXP-DATA-JUN,Junior,Medium,3,Analyze,Situational,14,ESCO.395,ONET.670,technical|go|medium,Medium,Low,False,None
Q00388,How would you scale a legacy monolithic system using API Design during a major compliance audit? (Variant 388),System Design,API Design,Database Design|API Design,EXP-DEVO-JUN,Junior,Expert,5,Understand,Behavioral,15,ESCO.587,ONET.795,system design|api design|expert,Low,Low,False,None
Q00389,How would you implement a distributed microservices architecture using Time Management during a major compliance audit? (Variant 389),Soft Skills,Time Management,Time Management|Leadership,EXP-QA E-SEN,Senior,Medium,3,Remember,Situational,6,ESCO.446,ONET.305,soft skills|time management|medium,Low,Low,False,Culture
Q00390,How would you scale a distributed microservices architecture using API Design while ensuring 99.99% uptime? (Variant 390),System Design,API Design,Scalability|API Design,EXP-QA E-JUN,Junior,Expert,5,Analyze,Situational,5,ESCO.886,ONET.565,system design|api design|expert,Low,Low,False,None
Q00391,How would you secure a resource-constrained IoT ecosystem using JavaScript with zero downtime? (Variant 391),Technical,JavaScript,Docker|Python,EXP-DATA-SEN,Senior,Expert,5,Evaluate,Situational,5,ESCO.410,ONET.736,technical|javascript|expert,Low,Low,False,None
Q00392,How would you scale an offline-first mobile app backing service using SaaS during a major compliance audit? (Variant 392),Domain Knowledge,SaaS,EdTech|Healthcare,EXP-FRON-SEN,Senior,Hard,4,Evaluate,Behavioral,15,ESCO.132,ONET.540,domain knowledge|saas|hard,Medium,Low,False,None
Q00393,How would you migrate a resource-constrained IoT ecosystem using React with zero downtime? (Variant 393),Technical,React,Kubernetes|Java,EXP-QA E-MID,Mid,Medium,3,Analyze,Case Study,5,ESCO.419,ONET.832,technical|react|medium,Low,Low,False,None
Q00394,How would you optimize an offline-first mobile app backing service using SQL with a globally distributed team? (Variant 394),Technical,SQL,Java|Docker,EXP-BACK-JUN,Junior,Expert,5,Evaluate,Situational,15,ESCO.391,ONET.428,technical|sql|expert,Low,Low,False,None
Q00395,How would you migrate a legacy monolithic system using API Design with a hard deadline of two weeks? (Variant 395),System Design,API Design,Microservices|API Design,EXP-DEVO-SEN,Senior,Hard,4,Analyze,Situational,3,ESCO.777,ONET.350,system design|api design|hard,Low,Low,False,None
Q00396,How would you migrate a high-traffic web application using Leadership with a globally distributed team? (Variant 396),Soft Skills,Leadership,Adaptability|Conflict Resolution,EXP-SOFT-MID,Mid,Expert,5,Create,Case Study,12,ESCO.627,ONET.531,soft skills|leadership|expert,Low,Low,False,None
Q00397,How would you scale a legacy monolithic system using Docker with limited budget for cloud resources? (Variant 397),Technical,Docker,JavaScript|Node.js,EXP-DEVO-MID,Mid,Expert,5,Evaluate,Situational,5,ESCO.729,ONET.406,technical|docker|expert,Low,Low,False,None
Q00398,How would you scale a highly secure payment gateway using Security with limited budget for cloud resources? (Variant 398),System Design,Security,API Design|Database Design,EXP-BACK-MID,Mid,Easy,2,Create,Behavioral,12,ESCO.444,ONET.379,system design|security|easy,Low,Low,False,None
Q00399,How would you secure a realtime data pipeline using Security under strict memory constraints? (Variant 399),System Design,Security,Scalability|API Design,EXP-QA E-JUN,Junior,Hard,4,Understand,Case Study,9,ESCO.357,ONET.739,system design|security|hard,Low,Low,False,None
Q00400,How would you debug a highly secure payment gateway using E-commerce during a major compliance audit? (Variant 400),Domain Knowledge,E-commerce,SaaS|Healthcare,EXP-BACK-SEN,Senior,Expert,5,Evaluate,Behavioral,11,ESCO.305,ONET.473,domain knowledge|e-commerce|expert,Low,Low,False,None
Q00401,How would you debug a resource-constrained IoT ecosystem using Time Management with zero downtime? (Variant 401),Soft Skills,Time Management,Conflict Resolution|Adaptability,EXP-BACK-SEN,Senior,Medium,3,Apply,Technical,9,ESCO.344,ONET.216,soft skills|time management|medium,Low,Low,False,None
Q00402,How would you scale a high-traffic web application using Node.js under strict memory constraints? (Variant 402),Technical,Node.js,React|Java,EXP-DATA-MID,Mid,Easy,2,Apply,Situational,13,ESCO.663,ONET.280,technical|node.js|easy,Low,Low,False,None
Q00403,How would you secure a latency-sensitive trading platform using Microservices with zero downtime? (Variant 403),System Design,Microservices,API Design|Scalability,EXP-QA E-JUN,Junior,Easy,2,Analyze,Technical,6,ESCO.214,ONET.684,system design|microservices|easy,Medium,Low,False,Gender
Q00404,How would you troubleshoot a latency-sensitive trading platform using Go under strict memory constraints? (Variant 404),Technical,Go,Go|SQL,EXP-CLOU-MID,Mid,Medium,3,Analyze,Technical,5,ESCO.209,ONET.279,technical|go|medium,Low,Low,False,None
Q00405,How would you migrate a high-traffic web application using Go under strict memory constraints? (Variant 405),Technical,Go,Kubernetes|SQL,EXP-FRON-JUN,Junior,Medium,3,Apply,Technical,8,ESCO.586,ONET.832,technical|go|medium,Low,Low,False,None
Q00406,How would you refactor a latency-sensitive trading platform using Healthcare with limited budget for cloud resources? (Variant 406),Domain Knowledge,Healthcare,Healthcare|Fintech,EXP-FRON-SEN,Senior,Medium,3,Analyze,Case Study,3,ESCO.502,ONET.361,domain knowledge|healthcare|medium,Low,Low,False,Gender
Q00407,How would you optimize a latency-sensitive trading platform using API Design with a hard deadline of two weeks? (Variant 407),System Design,API Design,Microservices|Scalability,EXP-SOFT-SEN,Senior,Expert,5,Analyze,Case Study,8,ESCO.834,ONET.532,system design|api design|expert,Medium,Low,False,None
Q00408,How would you debug an offline-first mobile app backing service using API Design with a hard deadline of two weeks? (Variant 408),System Design,API Design,Microservices|Security,EXP-BACK-SEN,Senior,Medium,3,Create,Case Study,15,ESCO.756,ONET.239,system design|api design|medium,Low,Low,False,None
Q00409,How would you debug a distributed microservices architecture using Adaptability with a hard deadline of two weeks? (Variant 409),Soft Skills,Adaptability,Time Management|Conflict Resolution,EXP-ML E-SEN,Senior,Expert,5,Create,Technical,7,ESCO.277,ONET.803,soft skills|adaptability|expert,Low,Low,False,None
Q00410,How would you design a highly secure payment gateway using SaaS during a major compliance audit? (Variant 410),Domain Knowledge,SaaS,EdTech|E-commerce,EXP-SOFT-JUN,Junior,Easy,2,Evaluate,Technical,4,ESCO.573,ONET.303,domain knowledge|saas|easy,Low,Low,False,Age
Q00411,How would you debug a latency-sensitive trading platform using Go with zero downtime? (Variant 411),Technical,Go,React|JavaScript,EXP-SOFT-JUN,Junior,Expert,5,Analyze,Case Study,4,ESCO.329,ONET.830,technical|go|expert,Low,Low,False,Gender
Q00412,How would you refactor a resource-constrained IoT ecosystem using Adaptability with limited budget for cloud resources? (Variant 412),Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-QA E-SEN,Senior,Medium,3,Analyze,Technical,9,ESCO.911,ONET.249,soft skills|adaptability|medium,Low,Low,False,Culture
Q00413,How would you implement a legacy monolithic system using Docker under strict memory constraints? (Variant 413),Technical,Docker,React|Go,EXP-QA E-MID,Mid,Expert,5,Create,Technical,14,ESCO.492,ONET.825,technical|docker|expert,Low,Low,False,None
Q00414,How would you secure a high-traffic web application using Healthcare while ensuring 99.99% uptime? (Variant 414),Domain Knowledge,Healthcare,EdTech|Fintech,EXP-SOFT-JUN,Junior,Hard,4,Evaluate,Case Study,7,ESCO.504,ONET.787,domain knowledge|healthcare|hard,Low,Low,False,Culture
Q00415,How would you scale a latency-sensitive trading platform using Healthcare with a globally distributed team? (Variant 415),Domain Knowledge,Healthcare,SaaS|E-commerce,EXP-SOFT-SEN,Senior,Hard,4,Create,Case Study,5,ESCO.366,ONET.219,domain knowledge|healthcare|hard,Low,Low,False,Culture
Q00416,How would you scale a high-traffic web application using Security with limited budget for cloud resources? (Variant 416),System Design,Security,Scalability|API Design,EXP-DATA-SEN,Senior,Hard,4,Create,Case Study,15,ESCO.254,ONET.669,system design|security|hard,Medium,Low,False,None
Q00417,How would you scale a resource-constrained IoT ecosystem using Leadership with zero downtime? (Variant 417),Soft Skills,Leadership,Time Management|Conflict Resolution,EXP-DATA-SEN,Senior,Expert,5,Analyze,Behavioral,10,ESCO.141,ONET.552,soft skills|leadership|expert,Low,Low,False,None
Q00418,How would you design a realtime data pipeline using Microservices during a major compliance audit? (Variant 418),System Design,Microservices,Database Design|Scalability,EXP-DATA-SEN,Senior,Medium,3,Create,Situational,12,ESCO.779,ONET.699,system design|microservices|medium,Low,Low,False,Culture
Q00419,How would you scale a resource-constrained IoT ecosystem using Go with zero downtime? (Variant 419),Technical,Go,Python|Java,EXP-QA E-JUN,Junior,Easy,2,Analyze,Situational,12,ESCO.208,ONET.957,technical|go|easy,Low,Low,False,None
Q00420,How would you implement a highly secure payment gateway using Go with a hard deadline of two weeks? (Variant 420),Technical,Go,Python|Docker,EXP-DEVO-MID,Mid,Medium,3,Understand,Behavioral,15,ESCO.759,ONET.389,technical|go|medium,Low,Low,False,None
Q00421,How would you debug a resource-constrained IoT ecosystem using Time Management during a major compliance audit? (Variant 421),Soft Skills,Time Management,Leadership|Adaptability,EXP-PROD-JUN,Junior,Medium,3,Analyze,Case Study,7,ESCO.762,ONET.870,soft skills|time management|medium,High,Low,False,None
Q00422,How would you troubleshoot an offline-first mobile app backing service using Conflict Resolution while ensuring 99.99% uptime? (Variant 422),Soft Skills,Conflict Resolution,Leadership|Conflict Resolution,EXP-FRON-MID,Mid,Medium,3,Analyze,Case Study,9,ESCO.587,ONET.374,soft skills|conflict resolution|medium,Low,Low,False,None
Q00423,How would you scale a highly secure payment gateway using Kubernetes with a hard deadline of two weeks? (Variant 423),Technical,Kubernetes,Go|Docker,EXP-QA E-JUN,Junior,Medium,3,Create,Technical,10,ESCO.639,ONET.744,technical|kubernetes|medium,Low,Low,False,None
Q00424,How would you scale a latency-sensitive trading platform using Conflict Resolution with a globally distributed team? (Variant 424),Soft Skills,Conflict Resolution,Communication|Time Management,EXP-DEVO-JUN,Junior,Easy,2,Evaluate,Behavioral,3,ESCO.625,ONET.210,soft skills|conflict resolution|easy,Low,Low,False,None
Q00425,How would you scale a resource-constrained IoT ecosystem using JavaScript while maintaining backward compatibility? (Variant 425),Technical,JavaScript,Docker|React,EXP-CLOU-MID,Mid,Medium,3,Analyze,Behavioral,4,ESCO.526,ONET.997,technical|javascript|medium,Medium,Low,False,None
Q00426,How would you scale a highly secure payment gateway using Leadership with zero downtime? (Variant 426),Soft Skills,Leadership,Adaptability|Conflict Resolution,EXP-QA E-JUN,Junior,Easy,2,Analyze,Behavioral,3,ESCO.504,ONET.219,soft skills|leadership|easy,Low,Low,False,None
Q00427,How would you optimize a distributed microservices architecture using Healthcare during a major compliance audit? (Variant 427),Domain Knowledge,Healthcare,Fintech|E-commerce,EXP-DATA-MID,Mid,Easy,2,Understand,Behavioral,3,ESCO.812,ONET.292,domain knowledge|healthcare|easy,Medium,Low,False,None
Q00428,How would you design a resource-constrained IoT ecosystem using API Design with limited budget for cloud resources? (Variant 428),System Design,API Design,Database Design|API Design,EXP-ML E-MID,Mid,Easy,2,Remember,Technical,5,ESCO.856,ONET.819,system design|api design|easy,Low,Low,False,None
Q00429,How would you design a resource-constrained IoT ecosystem using Fintech during a major compliance audit? (Variant 429),Domain Knowledge,Fintech,Healthcare|Fintech,EXP-DATA-JUN,Junior,Expert,5,Analyze,Case Study,14,ESCO.692,ONET.710,domain knowledge|fintech|expert,Medium,Low,False,Culture
Q00430,How would you migrate an offline-first mobile app backing service using Kubernetes with zero downtime? (Variant 430),Technical,Kubernetes,Python|SQL,EXP-BACK-JUN,Junior,Hard,4,Evaluate,Behavioral,7,ESCO.763,ONET.527,technical|kubernetes|hard,Medium,Low,False,None
Q00431,How would you scale a realtime data pipeline using Conflict Resolution while maintaining backward compatibility? (Variant 431),Soft Skills,Conflict Resolution,Communication|Time Management,EXP-DEVO-SEN,Senior,Expert,5,Understand,Technical,12,ESCO.801,ONET.447,soft skills|conflict resolution|expert,High,Low,False,Age
Q00432,How would you troubleshoot a resource-constrained IoT ecosystem using API Design while maintaining backward compatibility? (Variant 432),System Design,API Design,Database Design|Security,EXP-DEVO-JUN,Junior,Easy,2,Create,Case Study,5,ESCO.277,ONET.304,system design|api design|easy,Low,Low,False,None
Q00433,How would you implement a distributed microservices architecture using Python with zero downtime? (Variant 433),Technical,Python,Go|Java,EXP-DEVO-SEN,Senior,Medium,3,Understand,Behavioral,15,ESCO.165,ONET.445,technical|python|medium,Low,Low,False,None
Q00434,How would you implement a legacy monolithic system using Kubernetes under strict memory constraints? (Variant 434),Technical,Kubernetes,Java|React,EXP-QA E-MID,Mid,Easy,2,Create,Behavioral,10,ESCO.918,ONET.568,technical|kubernetes|easy,High,Low,False,None
Q00435,How would you architect an offline-first mobile app backing service using Node.js while ensuring 99.99% uptime? (Variant 435),Technical,Node.js,Go|React,EXP-QA E-SEN,Senior,Hard,4,Create,Case Study,15,ESCO.618,ONET.610,technical|node.js|hard,Medium,Low,False,None
Q00436,How would you refactor a realtime data pipeline using Fintech during a major compliance audit? (Variant 436),Domain Knowledge,Fintech,E-commerce|SaaS,EXP-DEVO-MID,Mid,Hard,4,Evaluate,Technical,4,ESCO.372,ONET.481,domain knowledge|fintech|hard,Medium,Low,False,None
Q00437,How would you architect a highly secure payment gateway using SaaS while ensuring 99.99% uptime? (Variant 437),Domain Knowledge,SaaS,SaaS|Healthcare,EXP-SOFT-JUN,Junior,Expert,5,Understand,Behavioral,14,ESCO.925,ONET.629,domain knowledge|saas|expert,High,Low,False,None
Q00438,How would you architect an offline-first mobile app backing service using React under strict memory constraints? (Variant 438),Technical,React,AWS|Python,EXP-BACK-SEN,Senior,Hard,4,Analyze,Case Study,13,ESCO.817,ONET.666,technical|react|hard,Medium,Low,False,None
Q00439,How would you troubleshoot a realtime data pipeline using SaaS while maintaining backward compatibility? (Variant 439),Domain Knowledge,SaaS,E-commerce|SaaS,EXP-QA E-MID,Mid,Hard,4,Create,Case Study,15,ESCO.302,ONET.408,domain knowledge|saas|hard,Low,Low,False,None
Q00440,How would you secure a legacy monolithic system using Security under strict memory constraints? (Variant 440),System Design,Security,Scalability|Database Design,EXP-SOFT-JUN,Junior,Easy,2,Evaluate,Situational,6,ESCO.952,ONET.892,system design|security|easy,Low,Low,False,None
Q00441,How would you migrate a distributed microservices architecture using Microservices with a globally distributed team? (Variant 441),System Design,Microservices,Microservices|Security,EXP-ML E-SEN,Senior,Hard,4,Evaluate,Behavioral,10,ESCO.447,ONET.341,system design|microservices|hard,Medium,Low,False,Culture
Q00442,How would you troubleshoot a legacy monolithic system using Time Management with a hard deadline of two weeks? (Variant 442),Soft Skills,Time Management,Adaptability|Communication,EXP-DATA-JUN,Junior,Hard,4,Evaluate,Technical,15,ESCO.469,ONET.565,soft skills|time management|hard,Low,Low,False,None
Q00443,How would you scale a highly secure payment gateway using E-commerce while ensuring 99.99% uptime? (Variant 443),Domain Knowledge,E-commerce,SaaS|Fintech,EXP-DEVO-SEN,Senior,Expert,5,Evaluate,Case Study,7,ESCO.698,ONET.610,domain knowledge|e-commerce|expert,Low,Low,False,Culture
Q00444,How would you implement a highly secure payment gateway using E-commerce with a hard deadline of two weeks? (Variant 444),Domain Knowledge,E-commerce,EdTech|Fintech,EXP-QA E-MID,Mid,Medium,3,Analyze,Case Study,3,ESCO.864,ONET.260,domain knowledge|e-commerce|medium,High,Low,False,None
Q00445,How would you migrate a highly secure payment gateway using Microservices under strict memory constraints? (Variant 445),System Design,Microservices,Security|Database Design,EXP-DATA-JUN,Junior,Hard,4,Apply,Situational,7,ESCO.401,ONET.597,system design|microservices|hard,Low,Low,False,None
Q00446,How would you architect a highly secure payment gateway using Time Management with zero downtime? (Variant 446),Soft Skills,Time Management,Leadership|Adaptability,EXP-FRON-SEN,Senior,Hard,4,Remember,Behavioral,9,ESCO.592,ONET.686,soft skills|time management|hard,Low,Low,False,None
Q00447,How would you scale a latency-sensitive trading platform using SaaS with a hard deadline of two weeks? (Variant 447),Domain Knowledge,SaaS,SaaS|E-commerce,EXP-QA E-SEN,Senior,Hard,4,Remember,Case Study,9,ESCO.338,ONET.504,domain knowledge|saas|hard,Low,Low,False,None
Q00448,How would you secure a realtime data pipeline using Security under strict memory constraints? (Variant 448),System Design,Security,Microservices|Security,EXP-PROD-JUN,Junior,Easy,2,Evaluate,Technical,15,ESCO.587,ONET.614,system design|security|easy,Medium,Low,False,None
Q00449,How would you architect a highly secure payment gateway using Fintech while maintaining backward compatibility? (Variant 449),Domain Knowledge,Fintech,EdTech|Healthcare,EXP-ML E-JUN,Junior,Easy,2,Analyze,Behavioral,8,ESCO.547,ONET.284,domain knowledge|fintech|easy,Low,Low,False,Age
Q00450,How would you optimize a high-traffic web application using Conflict Resolution under strict memory constraints? (Variant 450),Soft Skills,Conflict Resolution,Communication|Adaptability,EXP-PROD-SEN,Senior,Easy,2,Understand,Situational,9,ESCO.794,ONET.273,soft skills|conflict resolution|easy,Low,Low,False,Culture
Q00451,How would you secure a highly secure payment gateway using Database Design with a hard deadline of two weeks? (Variant 451),System Design,Database Design,API Design|Scalability,EXP-PROD-SEN,Senior,Expert,5,Remember,Behavioral,6,ESCO.345,ONET.870,system design|database design|expert,Low,Low,False,None
Q00452,How would you refactor a realtime data pipeline using EdTech while maintaining backward compatibility? (Variant 452),Domain Knowledge,EdTech,SaaS|Fintech,EXP-FRON-JUN,Junior,Easy,2,Analyze,Technical,3,ESCO.375,ONET.667,domain knowledge|edtech|easy,High,Low,False,None
Q00453,How would you migrate a latency-sensitive trading platform using Kubernetes while ensuring 99.99% uptime? (Variant 453),Technical,Kubernetes,Node.js|React,EXP-DEVO-SEN,Senior,Medium,3,Understand,Case Study,11,ESCO.562,ONET.142,technical|kubernetes|medium,Low,Low,False,None
Q00454,How would you implement a highly secure payment gateway using Security with a hard deadline of two weeks? (Variant 454),System Design,Security,Scalability|API Design,EXP-DEVO-SEN,Senior,Medium,3,Evaluate,Situational,3,ESCO.265,ONET.856,system design|security|medium,Low,Low,False,None
Q00455,How would you architect an offline-first mobile app backing service using Adaptability with limited budget for cloud resources? (Variant 455),Soft Skills,Adaptability,Adaptability|Conflict Resolution,EXP-QA E-JUN,Junior,Hard,4,Create,Situational,15,ESCO.824,ONET.563,soft skills|adaptability|hard,Low,Low,False,None
Q00456,How would you secure a legacy monolithic system using Leadership with a hard deadline of two weeks? (Variant 456),Soft Skills,Leadership,Adaptability|Time Management,EXP-SOFT-JUN,Junior,Easy,2,Create,Technical,9,ESCO.669,ONET.813,soft skills|leadership|easy,Medium,Low,False,None
Q00457,How would you architect a distributed microservices architecture using Fintech with zero downtime? (Variant 457),Domain Knowledge,Fintech,Healthcare|SaaS,EXP-CLOU-SEN,Senior,Hard,4,Analyze,Technical,15,ESCO.931,ONET.813,domain knowledge|fintech|hard,High,Low,False,None
Q00458,How would you migrate a distributed microservices architecture using Java under strict memory constraints? (Variant 458),Technical,Java,Go|Node.js,EXP-SOFT-SEN,Senior,Hard,4,Create,Technical,6,ESCO.605,ONET.471,technical|java|hard,Low,Low,False,None
Q00459,How would you migrate a distributed microservices architecture using Security while maintaining backward compatibility? (Variant 459),System Design,Security,Security|API Design,EXP-DATA-SEN,Senior,Medium,3,Create,Technical,4,ESCO.702,ONET.231,system design|security|medium,Medium,Low,False,None
Q00460,How would you architect a high-traffic web application using Security with limited budget for cloud resources? (Variant 460),System Design,Security,API Design|Microservices,EXP-ML E-MID,Mid,Easy,2,Apply,Case Study,9,ESCO.380,ONET.224,system design|security|easy,Low,Low,False,None
Q00461,How would you refactor a distributed microservices architecture using Healthcare while ensuring 99.99% uptime? (Variant 461),Domain Knowledge,Healthcare,Fintech|SaaS,EXP-PROD-JUN,Junior,Hard,4,Remember,Behavioral,14,ESCO.331,ONET.806,domain knowledge|healthcare|hard,Low,Low,False,None
Q00462,How would you design an offline-first mobile app backing service using Python with limited budget for cloud resources? (Variant 462),Technical,Python,Docker|SQL,EXP-CLOU-MID,Mid,Easy,2,Evaluate,Situational,7,ESCO.353,ONET.210,technical|python|easy,Low,Low,False,Culture
Q00463,How would you scale a high-traffic web application using EdTech while maintaining backward compatibility? (Variant 463),Domain Knowledge,EdTech,Fintech|EdTech,EXP-SOFT-MID,Mid,Easy,2,Analyze,Situational,14,ESCO.166,ONET.901,domain knowledge|edtech|easy,Low,Low,False,Gender
Q00464,How would you migrate a high-traffic web application using Python with zero downtime? (Variant 464),Technical,Python,Kubernetes|Python,EXP-DEVO-JUN,Junior,Expert,5,Analyze,Behavioral,12,ESCO.870,ONET.520,technical|python|expert,Low,Low,False,None
Q00465,How would you refactor a realtime data pipeline using Go while maintaining backward compatibility? (Variant 465),Technical,Go,Python|Docker,EXP-FRON-MID,Mid,Hard,4,Evaluate,Technical,4,ESCO.205,ONET.112,technical|go|hard,Low,Low,False,None
Q00466,How would you architect a latency-sensitive trading platform using E-commerce while ensuring 99.99% uptime? (Variant 466),Domain Knowledge,E-commerce,E-commerce|EdTech,EXP-CLOU-MID,Mid,Easy,2,Remember,Technical,7,ESCO.698,ONET.546,domain knowledge|e-commerce|easy,Low,Low,False,None
Q00467,How would you architect a distributed microservices architecture using Scalability with limited budget for cloud resources? (Variant 467),System Design,Scalability,Scalability|Microservices,EXP-FRON-MID,Mid,Medium,3,Remember,Technical,11,ESCO.938,ONET.955,system design|scalability|medium,Low,Low,False,None
Q00468,How would you design a resource-constrained IoT ecosystem using Database Design with limited budget for cloud resources? (Variant 468),System Design,Database Design,API Design|Security,EXP-BACK-MID,Mid,Hard,4,Evaluate,Situational,12,ESCO.406,ONET.528,system design|database design|hard,Low,Low,False,None
Q00469,How would you design an offline-first mobile app backing service using Time Management under strict memory constraints? (Variant 469),Soft Skills,Time Management,Adaptability|Communication,EXP-PROD-MID,Mid,Expert,5,Create,Situational,15,ESCO.857,ONET.484,soft skills|time management|expert,Low,Low,False,None
Q00470,How would you optimize an offline-first mobile app backing service using React with limited budget for cloud resources? (Variant 470),Technical,React,Java|Docker,EXP-PROD-JUN,Junior,Hard,4,Remember,Behavioral,6,ESCO.302,ONET.390,technical|react|hard,Low,Low,False,Age
Q00471,How would you architect a realtime data pipeline using Conflict Resolution during a major compliance audit? (Variant 471),Soft Skills,Conflict Resolution,Leadership|Adaptability,EXP-CLOU-SEN,Senior,Medium,3,Analyze,Behavioral,8,ESCO.315,ONET.412,soft skills|conflict resolution|medium,Low,Low,False,None
Q00472,How would you design a distributed microservices architecture using Communication while maintaining backward compatibility? (Variant 472),Soft Skills,Communication,Communication|Adaptability,EXP-FRON-SEN,Senior,Expert,5,Create,Situational,8,ESCO.713,ONET.539,soft skills|communication|expert,High,Low,False,None
Q00473,How would you secure a highly secure payment gateway using Java with a globally distributed team? (Variant 473),Technical,Java,React|Kubernetes,EXP-BACK-JUN,Junior,Expert,5,Understand,Behavioral,15,ESCO.581,ONET.909,technical|java|expert,Low,Low,False,None
Q00474,How would you design a distributed microservices architecture using Scalability with limited budget for cloud resources? (Variant 474),System Design,Scalability,Security|API Design,EXP-QA E-MID,Mid,Expert,5,Analyze,Situational,12,ESCO.510,ONET.753,system design|scalability|expert,High,Low,False,None
Q00475,How would you secure an offline-first mobile app backing service using E-commerce with limited budget for cloud resources? (Variant 475),Domain Knowledge,E-commerce,Healthcare|SaaS,EXP-ML E-JUN,Junior,Medium,3,Apply,Situational,11,ESCO.186,ONET.237,domain knowledge|e-commerce|medium,Medium,Low,False,None
Q00476,How would you debug a legacy monolithic system using API Design with a globally distributed team? (Variant 476),System Design,API Design,API Design|Security,EXP-ML E-MID,Mid,Expert,5,Apply,Case Study,8,ESCO.379,ONET.491,system design|api design|expert,Low,Low,False,None
Q00477,How would you debug a latency-sensitive trading platform using Java with limited budget for cloud resources? (Variant 477),Technical,Java,Node.js|JavaScript,EXP-DATA-JUN,Junior,Easy,2,Apply,Behavioral,11,ESCO.305,ONET.441,technical|java|easy,Low,Low,False,None
Q00478,How would you optimize a highly secure payment gateway using Microservices with limited budget for cloud resources? (Variant 478),System Design,Microservices,Scalability|Security,EXP-CLOU-SEN,Senior,Hard,4,Analyze,Case Study,12,ESCO.875,ONET.771,system design|microservices|hard,Low,Low,False,None
Q00479,How would you troubleshoot a distributed microservices architecture using Adaptability with zero downtime? (Variant 479),Soft Skills,Adaptability,Adaptability|Time Management,EXP-QA E-SEN,Senior,Expert,5,Apply,Behavioral,8,ESCO.966,ONET.292,soft skills|adaptability|expert,Low,Low,False,Gender
Q00480,How would you secure a latency-sensitive trading platform using Adaptability with a globally distributed team? (Variant 480),Soft Skills,Adaptability,Communication|Conflict Resolution,EXP-QA E-SEN,Senior,Easy,2,Analyze,Situational,8,ESCO.330,ONET.529,soft skills|adaptability|easy,Low,Low,False,None
Q00481,How would you architect a resource-constrained IoT ecosystem using React while maintaining backward compatibility? (Variant 481),Technical,React,React|Go,EXP-BACK-JUN,Junior,Expert,5,Analyze,Technical,9,ESCO.165,ONET.647,technical|react|expert,Low,Low,False,None
Q00482,How would you implement a resource-constrained IoT ecosystem using Leadership under strict memory constraints? (Variant 482),Soft Skills,Leadership,Adaptability|Time Management,EXP-SOFT-JUN,Junior,Medium,3,Understand,Behavioral,9,ESCO.390,ONET.310,soft skills|leadership|medium,Low,Low,False,None
Q00483,How would you refactor a realtime data pipeline using API Design with limited budget for cloud resources? (Variant 483),System Design,API Design,API Design|Database Design,EXP-DATA-JUN,Junior,Medium,3,Evaluate,Case Study,10,ESCO.860,ONET.170,system design|api design|medium,Low,Low,False,Gender
Q00484,How would you troubleshoot a distributed microservices architecture using E-commerce with a globally distributed team? (Variant 484),Domain Knowledge,E-commerce,EdTech|Healthcare,EXP-BACK-JUN,Junior,Medium,3,Evaluate,Case Study,7,ESCO.306,ONET.107,domain knowledge|e-commerce|medium,High,Low,False,None
